Index,Category,SubCategory,Questions,Answers,rationale,Wrong
11,美国政府,美国政府原则,什么创始文件中有“生命，自由以及追求幸福”？,《独立宣言》,"《독립선언서》는 ""생명, 자유, 행복 추구""를 양도할 수 없는 권리로 명시한 건국 문서입니다. 1776년 7월 4일에 채택되었으며, 13개 미국 식민지가 영국으로부터 분리 독립했음을 선언했습니다. 선언서가 채택될 무렵에는 식민지들이 영국과 1년 넘게 전쟁 중이었습니다.","* 《邦联条例》
  * 《美国宪法》
  * 《权利法案》"
12,美国政府,美国政府原则,美国的经济体制是什么？*,"资本主义, 自由市场经济",美国主要实行资本主义自由市场经济制度。在这种制度下，个人和企业主要控制生产和分配方式，价格和生产由供需决定，而不是由政府控制。政府的作用通常是规范市场、执行合同以及提供一些公共产品和服务。,"社会主义，指令经济
共产主义，计划经济
封建主义，物物交换制度"
13,美国政府,美国政府原则,.法治是什么？,"每个人都必须遵循法律。, 领导者必须守法。, 政府必须守法。, 任何人都不得凌驾于法律之上。",背景：法治是美国政府的一项基本原则。这意味着所有个人和机构都必须遵守并对公正实施和执行的法律负责。解释：法治确保包括领导人和政府在内的每个人都必须遵守法律。没有人可以凌驾于法律之上。这一原则促进了公平并防止了权力滥用。,"只有一些人必须遵守法律。, 领导者凌驾于法律之上。, 政府凌驾于法律之上。, 一些人凌驾于法律之上。
法律只适用于公民。, 总统可以无视法律。, 政府为他人制定法律。, 法律是建议。
警察执法。, 法官解释法律。, 律师代表客户。, 公众投票决定法律。"
14,美国政府,政府体系,很多文件影响了美国宪法。说出一个。,"独立宣言, 联邦条款, 联邦党人文集, 反联邦党人文集, 弗吉尼亚权利宣言, 康涅狄格州的基本命令, 五月花契约, 易洛魁大和平法",美国宪法受到几份重要历史文献的影响。《独立宣言》宣告了殖民地脱离英国。 《联邦条款》是美国的第一部宪法，确立了各州之间的“牢固联盟”。 《联邦党人文集》是为了说服选民支持新宪法而撰写的论文，而《反联邦党人文集》则表达了对新政府权力的担忧。《弗吉尼亚权利宣言》是一份对《独立宣言》和《权利法案》产生影响的奠基性文件。 其他文件，如《康涅狄格基本法令》、《五月花契约》和《易洛魁大和平法》也为美国的自治理念做出了贡献。,"大宪章, 英国权利法案, 常识, 政府论, 权利请愿书, 邦联条款, 论法的精神, 社会契约论
法国人权宣言, 共产党宣言, 论自由, 君主论, 乌托邦, 利维坦, 理想国, 资本论
汉谟拉比法典, 十二铜表法, 查士丁尼法典, 拿破仑法典, 德拉古法, 梭伦宪法, 莱库尔格改革, 阿育王敕令"
15,美国政府,政府体系,政府有三个分支。为什么？,"任何一部分不会变得过于强大, 制衡与平衡, 分权",政府的三个分支（立法、行政和司法）各自拥有独特的权力，以防止任何单一分支变得过于强大。这种制衡系统确保了权力分立，这意味着每个分支都可以限制其他分支的权力，从而维持政府的平衡并保护自由。,"为了确保对所有人公平, 防止任何一个分支滥用权力, 保护个人自由
为了快速决策, 为了简化政府流程, 为了集中权力
为了促进经济增长, 为了维持社会秩序, 为了保护国家边界"
16,美国政府,政府体系,说出政府的三个分支。,"立法，行政和司法, 国会，总统和法院","美国政府的三个分支旨在建立一个制衡体系，确保没有任何一个分支变得过于强大。

答案解释：  * 立法机构（国会）：制定法律。
  * 行政机构（总统）：执行和实施法律。
  * 司法机构（法院）：解释法律并主持正义。","经济、社会和文化，商业、人民和州
联邦、州和地方，市长、州长和国家
公共、私人和民事，公民、公司和城市"
17,美国政府,政府体系,美国总统负责哪个政府部门？,行政机关,美国总统领导行政部门，该部门负责执行国会制定的法律。该部门还包括副总统以及各个部门和机构。,"立法机关
司法机关
国会"
18,美国政府,政府体系,联邦政府的哪一部分制定法律？,"美国 国会, (美国或国家）立法机构, 立法分支",美国国会由参议院和众议院组成，是联邦政府的立法部门。其主要职责是为国家制定和通过法律。该制度旨在确保所有州的代表权和完善的立法程序。,"(总统) 行政部门, (总统或国家) 领导人, 行政部门
(最高) 法院, (最高或国家) 司法机构, 司法部门
(州) 州长, (州或国家) 领导人, 州政府"
19,美国政府,政府体系,美国国会的两个部分是什么,参议院和众议院（代表）,美国国会作为联邦政府的立法部门，是两院制的，这意味着它分为两个截然不同的议院：参议院和众议院。这种结构是由美国宪法建立的，旨在提供一个制衡体系，确保不同形式的代表权和立法程序。参议院每个州享有平等代表权，众议院则根据人口比例享有代表权，两者共同制定和通过法律。,"总统和副总统
行政和司法（分支）
州长和市长"
20,美国政府,政府体系,.说出美国国会的一项权力。*,"制定法律, 宣战, 制定联邦预算",美国国会由众议院和参议院组成，是联邦政府的立法部门。其主要职责是为国家制定法律。主要权力包括起草和通过立法、正式宣战以及批准联邦预算（其中概述了政府支出）。,"任命法官, 指挥军队, 否决立法
执行法律, 解释法律, 赦免罪犯
谈判条约, 征税, 发布行政命令"
21,美国政府,政府体系,有多少名美国参议员？,一百名（100）,美国参议院由100名参议员组成，每个州有两名参议员。这些参议员任期六年。,"五十 (50)
二百 (200)
七十 (70)"
22,美国政府,政府体系,参议员的任期有多长？,六（6）年,参议员的任期为六年，以提供稳定性，并使他们能够专注于长期政策，而无需不断面临连任压力。这种较长的任期使他们与众议院代表区别开来，后者任期两年，对当前的公众情绪反应更直接。,"两（2）年
四（4）年
十（10）年"
23,美国政府,政府体系,您所在州现任的一个参议员是谁,答案会有异。[美国哥伦比亚特区居民和美国辖区居民 (或申请人居住地）应该回答 华盛顿特区无参议员。],这个问题的答案取决于这个人居住的州。每个美国州都选举两名参议员代表他们在美国参议院。由于有50个州，所以美国参议员总共有100名。,"[不正确的答案会有所不同]
[没有具体答案]
[因州而异]"
24,美国政府,政府体系,.众议院有多少投票成员？,四百三十五名（435）,众议院是美国国会的下议院。投票成员人数依法固定为435人，每个州的代表人数由人口决定。这个数字自1913年以来一直保持不变。,"三百 (300)
五百 (500)
二百 (200)"
25,美国政府,政府体系,众议员任期多长时间？,两（2）年,美国众议院议员任期两年。与参议员六年任期相比，这种较短的任期旨在使众议员更密切地对其选民负责，并更频繁地反映公众舆论。整个众议院每两年进行一次改选。,"四（4）年
六（6）年
一（1）年"
26,美国政府,政府体系,为什么美国众议员的任期比参议员的任期短？,为了紧跟公众舆论,解释：美国宪法的制定者旨在让众议院更能及时响应民意。通过缩短任期，众议员能更频繁地对其选民和公众舆论负责。背景：美国国会实行两院制，由众议院和参议院组成。众议员任期两年，而参议员任期六年。这种任期长度的差异反映了制定者在直接民意代表和更深思熟虑、长期立法思维之间取得平衡的意图。,"限制他们的权力
为了确保一个更稳定的政府
代表一小群人"
27,美国政府,政府体系,每个州有多少名参议员？,二（2）,每个州，无论其人口多少，都有两名参议员，以确保所有州在美国参议院中获得平等代表权。这一结构由美国宪法确立，旨在平衡大小州的权力。,"一 (1)
三 (3)
四 (4)"
28,美国政府,政府体系,为什么每州有2名参议员？,"平等代表制（适用于小州）, 大妥协（康涅狄格州妥协）",美国参议院每州有两名参议员，以确保所有州，无论人口多少，都能获得平等代表权。这是制宪会议期间“大妥协”（也称为康涅狄格妥协）的关键部分，旨在平衡大州和小州的利益。,"总统的命令（为了平衡权力），《权利法案》（针对各州）
限制联邦权力（并增加州控制），《邦联条例》（第一部宪法）
人口密度（较大州的），《一致同意》（所有代表的）"
29,美国政府,政府体系,说出您的美国代表名字。,答案会有异。[无表决权代表或驻地专员的领土居民可以 提供该代表或专员的名字。 驻地代表在国会中 无表决权的表述也可接受。],解释：答案因人而异，因为每位美国代表都代表一个特定的区域，所以正确答案取决于考试者的所在地。背景：美国众议院由50个州的民选代表组成。每个州的代表人数根据其人口而定。这些代表任期两年，负责在联邦政府中代表其选民的利益。,"南希·佩洛西
凯文·穆林
玛克辛·沃特斯"
30,美国政府,政府体系,现任众议院议长的名字是什么* 浏览 uscis.gov/citizenship/testupdates 搜索众议院议长的姓名。,,众议院议长是美国众议院的领导人。该职位在新一届国会开始时或该职位出现空缺时通过选举产生。现任议长是迈克·约翰逊。“答案会有所不同”表示议长的姓名可能会随时间而变化。,"凯文·麦卡锡
南希·佩洛西
保罗·瑞安"
31,美国政府,政府体系,美国参议员代表的是谁？,"他们州的公民, 他们所在州的人",美国参议员在联邦政府中代表其所在州的全部人口。这确保了该州所有公民的利益和需求在国家政策制定中得到表达。,"总统，副总统
最高法院，众议院
外国政府，其他国家"
32,美国政府,政府体系,谁来选举美国参议员？,每个州的公民,在美国，参议员由各自州的公民直接选举产生。这个过程是美国民主的基本组成部分，允许人们选择他们在联邦政府中的代表。美国宪法第17条修正案于1913年获得批准，确立了参议员由普选直接选举产生，取代了之前由州立法机关选择参议员的制度。,"* 总统
  * 众议院
  * 最高法院"
33,美国政府,政府体系,众议院的议员代表的是谁？,"其（国会）地区的公民, 其地区的公民, 来自他们（国会）选区的人, 他们所在地区的人",解释：众议院议员代表其州内特定地理区域（称为国会选区）的人民。这确保了全国各地不同社区的多样化需求和利益在国家立法机关中得到听取和解决。背景：美国众议院旨在成为最接近人民的国会机构。代表的任期为两年，每个州的代表人数根据十年一次的人口普查确定。,"总统, 最高法院, 参议院
州长, 州立法机关, 市长
外国公民, 其他国家公民, 非居民"
34,美国政府,政府体系,谁来选举众议院议员？,来自（国会）区的公民,美国众议院由人民选举产生的议员组成。每位议员代表其所在州的一个特定国会选区，只有居住在该选区的公民才能投票选举他们的代表。,"参议员（来自其选区）
州长（来自其州选区）
总统（来自其全国选区）"
35,美国政府,政府体系,为什么有些州的代表比其他州多？,"(因为）該州的人口, (因为）他们有更多人, (因为）一些州有更多人",一个州在众议院的代表人数是根据其人口决定的。人口多的州会获得更多的代表，以确保代表人数与该州人口成比例。该制度是美国宪法起草期间“大妥协”的一部分，旨在平衡大州和小州的利益。,"(因为)州的面积, (因为)他们有更多的土地, (因为)一些州更大
(因为)州的地理位置, (因为)他们在南方, (因为)一些州更暖和
(因为)州的历史, (因为)它们最先成立, (因为)一些州更古老"
36,美国政府,政府体系,我们选举总统任期为多少年？*,四年（4),美国总统的任期为四年。这项任期限制由美国宪法第22条修正案确立，该修正案于1951年获得批准，主要是为了防止任何总统在国家危机期间富兰克林·D·罗斯福连任四届之后，任期过长。,"两年
六年
八年"
37,美国政府,政府体系,美国总统只能担任两个任期。为什么？,"(因为）第22条修正案, 防止总统权力过大",第22条修正案将总统任期限制为两届，以防止任何个人积累过多权力，确保权力制衡，并通过允许领导层定期更迭来促进民主原则。,"(因为)第19条修正案，为了让总统更强大
(因为)第13条修正案，为了让总统可以无限期任职
(因为)第1条修正案，为了将总统的权力限制为一届"
38,美国政府,政府体系,美国现任总统名字*,浏览 uscis.gov/citizenship/testupdates 搜索美国总统的姓名。,美国现任总统会随时间变化，因此正确答案取决于提问时间。此问题常用于公民或入籍考试，以确保考生了解当前的政治格局。,"乔治·华盛顿
亚伯拉罕·林肯
约翰·F·肯尼迪"
39,美国政府,政府体系,美国现任副总统名字？ *,浏览 uscis.gov/citizenship/testupdates搜索美国副总统的姓名。,美国副总统根据选举结果而变化。因此，这个问题的答案会根据提问的时间而有所不同。副总统也担任参议院议长。,"乔治·华盛顿
亚伯拉罕·林肯
约翰·F·肯尼迪"
40,美国政府,政府体系,如果总统无法继续履任，谁会成为总统？,副总統,解释：如果总统无法继续任职，副总统将接任，以保持领导层的连续性。这是总统继承顺序的一部分。,"众议院议长
（最高法院）首席大法官
（美国）国务卿"
41,美国政府,政府体系,说出一个总统的职权。,"签署法案成为法律, 否决法案, 实施法律, (军事）总司令, 首席外交官, 任命联邦法官",美国总统拥有重要权力。他们的权力包括将立法签署成法律（或否决立法）、执行这些法律、担任军队总司令、作为国家首席外交官以及任命联邦法官。这些职责对于美国政府的运作至关重要。,"宣战, 任命州长, 制定州法律
批准州预算, 指挥州民兵, 谈判州条约
征收州税, 印制州钞票, 设立州假日"
42,美国政府,政府体系,谁是军队总司令？,总统,美国总统拥有总司令的头衔，这意味着他们是美国所有军事力量的最高指挥官。这一角色在美国宪法中有所规定，确立了文官对军队的控制，以确保军事权力服从于民主政府。,"众议院议长
最高法院首席大法官
美国副总统"
43,美国政府,政府体系,谁签署议案将其变成法律？,总统,美国总统在立法过程中扮演着至关重要的角色。法案通过众议院和参议院后，会被送交总统。总统可以签署法案使其成为法律，否决（拒绝）法案，或者允许法案在没有签署的情况下成为法律。总统签署是法案生效的最后一步，使其在全国范围内具有强制执行力。,"美国副总统
议长
首席大法官"
44,美国政府,政府体系,谁否決法案？*,总统,解释：总统有权否决国会通过的法案，阻止其成为法律。 背景：这项权力是美国政府制衡体系的关键部分，旨在确保任何一个分支机构都不会变得过于强大。,"* 众议院议长
  * 首席大法官
  * 副总统"
45,美国政府,政府体系,谁任命联邦法官？,（美国）总统,美国总统提名联邦法官。这是制衡体系的一部分，行政部门（总统）提议法官，立法部门（参议院）确认这些提名。这确保了没有任何一个部门拥有过多的权力。,"最高法院首席大法官
（美国）参议院
（众议院）议长"
46,美国政府,政府体系,行政部门包括许多部分。说出一个。,"（美国）总统, 内阁, 联邦部门和机构",行政部门负责执行和实施国会制定的法律。美国总统是行政部门的首脑。内阁和联邦部门及机构协助总统履行这些职责。,"最高法院（美国）, 国会, 州立法机关和机构
议长（众议院）, 参议院, 地方部门和机构
首席大法官（最高法院）, 众议院, 县级部门和机构"
47,美国政府,政府体系,总统内阁的职责是什么？,建议总统,总统内阁由总统选定的行政部门负责人组成，他们的主要职责是就各自部门和更广泛的国家问题向总统提供建议。这个咨询机构帮助总统做出明智的决策和执行政策。,"批准法律 (来自国会)
任命最高法院大法官 (为国家)
指挥军队 (国家)"
48,美国政府,政府体系,两个内阁级职位是什么？,"农业部长, 商务部长, 国防部长, 教育部长, 能源部长, 卫生与公共事务部部长, 国土安全部部长, 住房和城市发展部部长, 內政部長, 劳工部長, 国务卿, 交通部长, 财政部长, 退伍军人事务部长, 司法部长, 副总统, 环境保护局局长, 小企业行政管理局长, 中央情报局局长, 管理与预算办公室主任, 国民情报总监, 美国贸易代表",美国内阁由联邦政府行政部门的最高级别任命官员组成。内阁的职责是就总统可能需要的与其各自办公室职责相关的任何主题向总统提供建议。这些职位通常被称为“内阁级别”，因为其任职者被视为总统核心顾问圈的一部分。,"* 参谋长
  * 新闻秘书
  * 联合国大使
  * 联邦储备委员会主席
  * 最高法院大法官
  * 众议院议长
  * 联邦调查局局长
  * 美国国税局局长
  * 邮政局长"
49,美国政府,政府体系,选举团为何重要？,"它决定谁当选总统。, 在总统大选与国会选举之间做出折衷。","选举人团是美国宪法为间接选举总统和副总统而建立的制度。每个州根据其在国会的代表总数（众议院+参议院）分配一定数量的选举人票。当公民在总统选举中投票时，他们实际上是在投票给一批承诺支持特定候选人的选举人。

选举人团之所以重要，主要有两个原因：1.  它决定谁成为总统，因为候选人必须赢得多数选举人票（538票中的270票）才能当选。
2.  它通过平衡普选票的意愿和各州（特别是人口较少的州）的代表性，代表了一种妥协。这确保了候选人需要获得不同地区的广泛支持，而不仅仅是人口稠密地区的。","它允许各州对修正案进行投票。它确保了小州比大州的权力小。
它决定了每个州获得的代表人数。它负责批准总统任命。
它是最高法院的咨询机构。它的建立是为了限制联邦政府的权力。"
50,美国政府,政府体系,司法部门的一部分是什么？,"最高法院, 联邦法院",司法部门负责解释美国法律和解决法律纠纷。它由最高法院（美国最高法院）和联邦法院（处理涉及联邦法律的案件）组成。,"立法机关, 行政机关
国家主席的内阁, 州长
众议院, 参议院"
51,美国政府,政府体系,司法部门的职责是什么?,"审查法律, 解释法律, 解決争议（分歧）, 決定法律是否违反宪法",司法部门负责解释美国法律和解决法律纠纷。它确保法律得到公平应用并符合美国宪法。其主要职能包括：审查法律、解释法律含义、解决法律分歧以及裁定法律是否违宪。,"执行法律, 制定法律, 任命（最高法院）法官, 宣战
选举总统, 征税, 管理军队（和国防）, 签署条约
与其他国家谈判, 印钞, 提供公共教育, 监管贸易"
52,美国政府,政府体系,美国的最高法院是什么？*,最高法院,最高法院是美国的最高法院和最终的法律仲裁者。它根据1789年的《司法法》设立，最初有六名法官，目前由一名首席大法官和八名助理法官组成。这些法官由总统任命，经参议院确认，通常终身任职。法院拥有司法审查权，可以解释宪法并审查国会法案。,"地方法院
巡回法院
上诉法院"
53,美国政府,政府体系,最高法院有多少个席位？,九名(9),美国最高法院由一名首席大法官和八名助理大法官组成，共九名成员。自1869年以来，这一数字一直保持不变。大法官由总统提名并经参议院确认。,"七 (7)
八 (8)
十 (10)"
54,美国政府,政府体系,决定一个案件通常需要多少位最高法院法官？,五个,最高法院以多数票决定案件，并且需要六名法官的法定人数才能决定案件。因此，如果九名法官中至少有五人同意，他们的观点就占上风。,"两 (2)
四 (4)
六 (6)"
55,美国政府,政府体系,最高法院大法官任职多长时间？,"一生, 终身任命, (直到）退休",美国最高法院大法官的任期是终身制，或者直到他们选择退休、辞职或通过弹劾程序被免职。这种终身任期旨在确保他们不受政治压力的影响，使他们能够完全根据法律做出裁决，而不必担心失去工作。,"(为期) 2年，2年任期，(直到) 下一次选举
(为期) 4年，4年任期，(直到) 新总统
(为期) 6年，6年任期，(直到) 连任"
56,美国政府,政府体系,最高法院大法官终生任期。为什么？,"独立于（政治）, 限制外部（政治）影响",最高法院大法官的终身任期旨在确保他们的裁决仅基于法律原则，不受政治压力或竞选连任的需要影响。这种独立性有助于维持一个无党派的司法机构。,"依赖（政治）, 增加外部（政治）影响
追随（政党）, 忽略公众（政治）意见
短期任职, 受（政治）影响"
57,美国政府,政府体系,谁是美国现任首席大法官？,浏览 uscis.gov/citizenship/testupdates 搜索美国最高法院首席法官的姓名。,美国首席大法官是约翰·罗伯茨。答案会有所不同，因为该职位是终身制的，现任首席大法官可能会因退休、辞职或去世而更换。,"* 索尼娅·索托马约尔
  * 埃琳娜·卡根
  * 艾米·科尼·巴雷特"
58,美国政府,政府体系,列出仅适用于联邦政府的一种权力。,"印制纸币, 铸币, 宣战, 建军, 订立条约, 制定外交政策",美国联邦政府拥有州政府不共享的特定权力。这些被称为列举权力，意味着它们在宪法中明确列出。例如，只有联邦政府可以： * 印制纸币和铸造硬币：这确保了全国统一的货币。 * 宣战、建立军队和签订条约：这些对国家防御和外交政策至关重要。 * 制定外交政策：这使得美国能够在国际关系中作为一个单一实体行事。,"颁发驾驶执照，提供学校教育，提供保护（警察）
向人民征税，宣战，建立军队，签订条约，制定外交政策
提供警察和消防部门，颁发驾驶执照，出售狩猎许可证"
59,美国政府,政府体系,列出仅适用于各州的一种权力。,"提供学校与国民教育, 提供人民保护（警政部門）, 提供居住安全（消防部门）, 提供驾驶执照, 批准分区和土地使用",在美国政府体系中，权力在联邦（国家）政府和州政府之间划分。有些权力是各州独有的。这包括建立地方政府、设立学校、颁发执照以及提供警察和消防服务。这些权力使各州能够满足其居民的特定需求。,"印钞，宣战，组建陆军或海军
签订条约，参战，铸造或印刷货币
管理商业，设立邮局，授予专利和版权"
60,美国政府,政府体系,第十修正案的目的是什么？,(它规定）没有赋予联邦政府的权力属于各州或人民。,第十条修正案强化了联邦制原则，即宪法未明确授予联邦政府的权力，也未禁止各州的权力，均保留给各州或人民。这确保了联邦政府与州政府之间的权力平衡。,"（它规定）没有赋予联邦政府的权力属于总统或最高法院。
（它规定）没有赋予联邦政府的权力属于城市或军队。
（它规定）没有赋予联邦政府的权力属于联合国或其他国家。"
61,美国政府,权利与责任,谁是您所在州的现任州长？*,答案会有异。[美国哥伦比亚特区居民应该回答华盛顿特区无州长。],“您所在州的现任州长是谁？”的答案会有所不同，因为美国50个州每个州都有自己的州长。州长是各自州的首席执行官，负责执行州法律和监督州政府的行政部门。他们的具体职责和权力因州而异，但通常包括签署法案成为法律、提出预算以及指挥州的国民警卫队。,"萨拉·陈
戴维·罗德里格斯
艾米丽·怀特"
62,美国政府,权利与责任,您所在州的首府是什么,答案会有异。[美国哥伦比亚特区居民应该回答华盛顿特区不是一个州而且 无州首府。美国领土居民应该命名该领土的首府。],背景：在美国，每个州都有自己的首府，州政府就设在那里。解释：答案因州而异，因为有50个不同的州，每个人都会提供他们所在州的州府。,"George Washington
Abraham Lincoln
John F. Kennedy"
63,美国政府,权利与责任,宪法」有四个关于谁可以投票的修正案。描述其中一个。,"十八（18）岁及以上的公民（可以投票)。, 您无需支付（人头税）投票。, 任何公民可以投票。（女性和男性可投票。）, 任何种族的男性公民（可投票）。",第15、19、24和26条修正案扩大了美国的投票权，使公民无论种族、性别或是否能支付人头税都可以投票，并将投票年龄降至18岁。每项修正案都逐步扩大了可以参与民主进程的人群。,"只有21岁及以上的公民（可以投票）。
您必须支付（人头税）才能投票。
只有男性公民（可以投票）。"
64,美国政府,权利与责任,.什么人可以在联邦选举中投票，竞选联邦公职并在美国担任陪审团？,"公民, 美国的公民, 美国公民",解释：只有美国公民才能在联邦选举中投票、竞选联邦公职和在美国担任陪审员。背景：这些权利和责任是美国民主制度的基础，并保留给公民，以确保他们直接参与政府和司法系统并获得代表。,"永久居民, 合法永久居民, 绿卡持有者
非公民, 外国人, 签证持有者
未成年人, 儿童, 未满18岁"
65,美国政府,权利与责任,住在美国的任何人都有的三个权利是什么？,"表达的自由, 言论的自由, 集会的自由, 向政府请愿的自由, 宗教的自由, 携带武器的自由",背景：美国宪法保障居住在该国的所有个人的某些基本权利。这些权利通常被称为公民自由，并受法律保护。答案解释：这些是美国个人享有的基本自由的例子，允许他们表达自己、和平集会、实践他们的宗教，并要求政府进行变革。携带武器的权利也是受宪法保护的权利。,"驾驶自由, 建造自由, 旅行自由
拥有汽车的权利, 拥有工作的权利, 随处居住的权利
投票自由, 接受教育的自由, 医疗保健的自由"
66,美国政府,权利与责任,当念效忠誓词的时候，我们向什么表示忠诚？*,"美国, 国旗",背景：效忠誓词是对美国的忠诚承诺。解释：当我们念效忠誓词时，我们是在向作为国家的美国及其国旗表示忠诚，国旗象征着国家及其价值观。,"宪法，总统
白宫，国会
最高法院，各州"
67,美国政府,权利与责任,列举两个新公民在效忠誓言中所作的承诺。,"放弃对他国的忠诚, 保护（美国） 宪法, 遵守美国法律, 服务美国军队 (必要时), (必要时)为国家服务 (从事重要工作), 效忠于美国",当新公民宣誓效忠时，他们会做出重要承诺，以表明他们对美国的承诺。这些承诺包括放弃对其他国家的忠诚，维护美国宪法，遵守法律，并在需要时准备好为国家服务。,"未能参加选举, 违背 (美国) 宪法, 无视美国法律
拒绝服兵役 (如果需要), 避免为国家服务 (帮助, 做重要工作) (如果需要), 对美国不忠
保留对其他国家的忠诚, 不捍卫 (美国) 宪法, 不遵守美国法律"
68,美国政府,权利与责任,.如何才能成为美国公民？,"在美国出生，符合第十四修正案规定的条件, 衍生公民身份, 根据国会规定的条件获得公民身份",要成为美国公民，个人可以在美国出生（根据第十四修正案），通过归化程序，或在国会规定的条件下通过父母获得公民身份。,"加入军队（并服役一定期限）, 与美国公民结婚, 赢得彩票（获得永久居留权）
在美国购买房产, 拥有企业, 有亲属（是公民）
在联邦选举中投票, 纳税（达到一定年限）, 就读美国大学（并毕业）"
