Index,Category,SubCategory,Questions,Answers,rationale,Wrong
11,Gouvernement Américain,Les principes du Gouvernement Américain,"Dans quel document fondateur retrouvons-nous les mots suivants: “La vie, la liberté et la recherche du bonheur”?",La Déclaration d’Indépendance,"La Déclaration d'indépendance est le document fondateur qui énonce « la vie, la liberté et la recherche du bonheur » comme droits inaliénables. Elle a été adoptée le 4 juillet 1776, annonçant la séparation des 13 colonies américaines de la Grande-Bretagne. Les colonies étaient en guerre contre la Grande-Bretagne depuis plus d'un an au moment de l'adoption de la Déclaration.","Articles de la Confédération
Constitution des États-Unis
Déclaration des Droits"
12,Gouvernement Américain,Les principes du Gouvernement Américain,Quel est le système économique des États-Unis ? *,"Capitalisme, Économie de marché libre","Les États-Unis fonctionnent principalement sous un système économique capitaliste de marché libre. Dans ce système, les individus et les entreprises contrôlent en grande partie les moyens de production et de distribution, les prix et la production étant déterminés par l'offre et la demande, plutôt que par le contrôle gouvernemental. Le rôle du gouvernement est généralement de réglementer le marché, d'appliquer les contrats et de fournir certains biens et services publics.","Socialisme, Économie dirigée
Communisme, Économie planifiée
Féodalisme, Système de troc"
13,Gouvernement Américain,Les principes du Gouvernement Américain,Qu’est-ce que l’état de droit?,"Tout le monde doit respecter la loi., Les dirigeants doivent obéir à la loi., Le gouvernement doit obéir à la loi., Nul n’est au-dessus de la loi.","Contexte : L'État de droit est un principe fondamental du gouvernement américain. Cela signifie que toutes les personnes et institutions sont soumises et redevables à une loi qui est appliquée et exécutée équitablement. Explication : L'État de droit garantit que tout le monde, y compris les dirigeants et le gouvernement, doit obéir aux lois. Personne n'est au-dessus des lois. Ce principe favorise l'équité et prévient l'abus de pouvoir.","Seules quelques personnes doivent suivre la loi.
Les dirigeants et le gouvernement sont au-dessus de la loi.
Les lois ne s'appliquent qu'aux citoyens, ou le président peut ignorer les lois."
14,Gouvernement Américain,Les principes du Gouvernement Américain,Un certain nombre de documents ont influencé la Constitution américaine. Nommez-en une.,"La Déclaration d’Indépendance, Les articles de la Confédération, Les Papiers Fédéralistes, Les Papiers Anti-fédéralistes, La Déclaration des droits de l’Etat de Virginie","La Constitution américaine a été influencée par plusieurs documents historiques importants. La Déclaration d'indépendance a déclaré la séparation des colonies de la Grande-Bretagne. Les Articles de la Confédération ont servi de première constitution des États-Unis, établissant une « ligue ferme » entre les États. Les Federalist Papers étaient des essais écrits pour persuader les électeurs de soutenir la nouvelle Constitution, tandis que les Anti-Federalist Papers exprimaient des craintes quant au pouvoir du nouveau gouvernement. La Déclaration des droits de Virginie était un document fondamental qui a influencé la Déclaration d'indépendance et la Déclaration des droits. D'autres documents comme les Ordonnances fondamentales du Connecticut, le Mayflower Compact et la Grande Loi de la Paix iroquoise ont également contribué aux idées d'autonomie américaine.","La Magna Carta, La Déclaration des droits anglaise, Le Bon Sens
Les Deux Traités du Gouvernement, La Pétition des Droits, Les Articles de la Confédération, L'Esprit des Lois, Le Contrat Social
La Déclaration française des droits de l'homme, Le Manifeste du Parti communiste, De la liberté"
15,Gouvernement Américain,Les principes du Gouvernement Américain,Il y a trois branches du gouvernement. Pourquoi?,"Pour qu’une partie ne devienne pas trop puissante, Freins et contrepoids, Séparation des pouvoirs","Les trois pouvoirs du gouvernement (législatif, exécutif et judiciaire) ont chacun des pouvoirs distincts pour empêcher qu'une seule branche ne devienne trop dominante. Ce système de freins et de contrepoids assure une séparation des pouvoirs, ce qui signifie que chaque branche peut limiter les pouvoirs des autres, maintenant ainsi un gouvernement équilibré et protégeant les libertés.","Pour assurer l'équité pour tous, Pour prévenir l'abus de pouvoir par une branche, Pour protéger les libertés individuelles
Pour permettre une prise de décision rapide, Pour simplifier les processus gouvernementaux, Pour centraliser l'autorité
Pour promouvoir la croissance économique, Pour maintenir l'ordre social, Pour protéger les frontières nationales"
16,Gouvernement Américain,Régime politique,Nommez les trois pouvoirs du gouvernement.,"Législatif, exécutif et judiciaire, Congrès, président et les tribunaux","Les trois pouvoirs du gouvernement aux États-Unis sont conçus pour créer un système de freins et de contrepoids, garantissant qu'aucune branche ne devienne trop puissante. Explication de la réponse : * Pouvoir législatif (Congrès) : Crée les lois. * Pouvoir exécutif (Président) : Exécute et applique les lois. * Pouvoir judiciaire (Tribunaux) : Interprète les lois et administre la justice.","Économique, social et culturel, les entreprises, les personnes et les États
Fédéral, étatique et local, le maire, le gouverneur et le pays
Public, privé et civil, les citoyens, les entreprises et les villes"
17,Gouvernement Américain,Régime politique,Quel pouvoir est détenu par le président des Etats-Unis?,Le pouvoir exécutif,"Le Président des États-Unis dirige la branche exécutive, qui est responsable de la mise en œuvre et de l'application des lois rédigées par le Congrès. Cette branche comprend également le Vice-président et divers départements et agences.","Le pouvoir législatif
Le pouvoir judiciaire
Le Congrès"
18,Gouvernement Américain,Régime politique,Quelle branche du gouvernement fédéral rédige les lois?,"Le Congrès, La législature (américaine ou nationale), Le pouvoir législatif","Le Congrès américain, composé du Sénat et de la Chambre des représentants, est la branche législative du gouvernement fédéral. Sa principale responsabilité est de créer et d'adopter des lois pour le pays. Ce système est conçu pour assurer la représentation de tous les États et un processus législatif approfondi.","Le Pouvoir Exécutif (le Président), Le chef (Président ou national), La branche exécutive
La Cour (Suprême), Le système judiciaire (Suprême ou national), La branche judiciaire
Le Gouverneur (de l'État), Le chef (de l'État ou national), Le gouvernement de l'État"
19,Gouvernement Américain,Régime politique,Quelles sont les deux parties qui constituent le Congrès américain?,Le Sénat et la Chambre (des Représentants),"Le Congrès américain, la branche législative du gouvernement fédéral, est bicaméral, ce qui signifie qu'il est divisé en deux chambres distinctes : le Sénat et la Chambre des représentants. Cette structure a été établie par la Constitution américaine afin de fournir un système de freins et de contrepoids, garantissant différentes formes de représentation et de processus législatifs. Le Sénat, avec une représentation égale pour chaque État, et la Chambre des représentants, avec une représentation proportionnelle basée sur la population, travaillent ensemble pour créer et adopter des lois.","Président et Vice-président
Branches exécutive et judiciaire
Gouverneurs et maires"
20,Gouvernement Américain,Régime politique,Nommez un pouvoir du Congrès américain. *,"Rédige les lois, Déclare la guerre, Établit le budget fédéral","Le Congrès américain, composé de la Chambre des représentants et du Sénat, est la branche législative du gouvernement fédéral. Son rôle principal est de créer des lois pour le pays. Ses pouvoirs clés comprennent la rédaction et l'adoption de lois, la déclaration officielle de guerre et l'approbation du budget fédéral, qui décrit les dépenses du gouvernement.","Nomme les juges, Commande les forces militaires, Oppose son veto aux lois
Applique les lois, Interprète les lois, Grâcie les criminels
Négocie les traités, Collecte les impôts, Émet des décrets présidentiels"
21,Gouvernement Américain,Régime politique,Combien y a-t-il de sénateurs américains?,Cent (100),"Le Sénat des États-Unis est composé de 100 sénateurs, deux sénateurs représentant chacun des 50 États. Ces sénateurs ont un mandat de six ans.","Cinquante (50)
Deux cents (200)
Soixante-dix (70)"
22,Gouvernement Américain,Régime politique,Combien de temps dure le mandat d'un sénateur américain?,Six (6) ans,"Les sénateurs exercent des mandats de six ans pour assurer la stabilité et leur permettre de se concentrer sur les politiques à long terme sans la pression constante de la réélection. Ce mandat plus long les distingue des représentants de la Chambre, qui exercent des mandats de deux ans et sont plus directement sensibles au sentiment public immédiat.","Deux (2) ans
Quatre (4) ans
Dix (10) ans"
23,Gouvernement Américain,Régime politique,Qui est actuellement l’un des sénateurs américains de votre État?,Les réponses varieront. [Les résidents du district fédéral de Columbia et les résidents des États-Unis doivent répondre que D.C. (ou le territoire où réside le demandeur) n’a pas de sénateur américain.],"La réponse à cette question dépend de l'État où vit la personne. Chaque État américain élit deux sénateurs pour le représenter au Sénat américain. Puisqu'il y a 50 États, il y a 100 sénateurs américains au total.","[Les réponses incorrectes varieront]
[Pas de réponse spécifique]
[État par état]"
24,Gouvernement Américain,Régime politique,Combien y a-t-il de membres à la Chambre des Représentants?,Quatre cent trente-cinq (435),"La Chambre des représentants est la chambre basse du Congrès américain. Le nombre de membres votants est fixé par la loi à 435, la représentation de chaque État étant déterminée par la population. Ce nombre est fixé depuis 1913.","Trois cents (300)
Cinq cents (500)
Deux cents (200)"
25,Gouvernement Américain,Régime politique,Combien de temps dure le mandat d'un membre à la Chambre des Représentants?,Deux (2) ans,"Les membres de la Chambre des représentants des États-Unis sont élus pour un mandat de deux ans. Cette durée de mandat plus courte, comparée au mandat de six ans des sénateurs, a été conçue pour que les représentants soient plus étroitement responsables devant leurs électeurs et pour qu'ils reflètent plus fréquemment l'opinion publique. L'ensemble de la Chambre est soumis à une réélection tous les deux ans.","Quatre (4) ans
Six (6) ans
Un (1) an"
26,Gouvernement Américain,Régime politique,Pourquoi est-ce que les membres de la Chambre des Représentants ont un mandat plus court que celui des sénateurs ?,Pour pouvoir suivre l’opinion publique au plus près,"Explication: Les rédacteurs de la Constitution américaine ont conçu la Chambre des représentants pour qu'elle soit plus réactive à la volonté immédiate du peuple. En ayant des mandats plus courts, les représentants sont plus fréquemment responsables devant leurs électeurs et l'opinion publique. Contexte: Le Congrès américain est bicaméral, composé de la Chambre des représentants et du Sénat. Les représentants exercent des mandats de deux ans, tandis que les sénateurs exercent des mandats de six ans. Cette différence de durée de mandat reflète l'intention des rédacteurs de créer un équilibre entre la représentation populaire directe et une réflexion législative plus délibérative et à long terme.","Pour pouvoir limiter leur pouvoir
Pour pouvoir assurer un gouvernement plus stable
Pour pouvoir représenter un plus petit groupe de personnes"
27,Gouvernement Américain,Régime politique,Combien y a-t-il de sénateurs dans chaque État?,Deux (2),"Chaque État, quelle que soit sa population, a deux sénateurs pour assurer une représentation égale de tous les États au Sénat américain. Cette structure a été établie par la Constitution américaine pour équilibrer le pouvoir des États plus grands et plus petits.","Un (1)
Trois (3)
Quatre (4)"
28,Gouvernement Américain,Régime politique,Pourquoi chaque État peut envoyer deux sénateurs?,Représentation équitable (pour les petits États),"Le Sénat des États-Unis compte deux sénateurs par État afin d'assurer une représentation égale pour tous les États, quelle que soit leur population. Cela a été un élément clé du « Grand Compromis » (également connu sous le nom de Compromis du Connecticut) lors de la Convention constitutionnelle, qui a équilibré les intérêts des grands et des petits États.","L'ordre du Président (pour équilibrer les pouvoirs)
La Déclaration des droits (pour les États individuels)
Limiter le pouvoir fédéral (et accroître le contrôle de l'État)"
29,Gouvernement Américain,Régime politique,Nommez votre représentant américain.,Les réponses varieront. [Les résidents des territoires avec des délégués non votants ou des commissaires résidents peuvent indiquer le nom de ce délégué ou de ce commissaire. Toute déclaration selon laquelle le territoire a des représentants non (votants) est également acceptable.],"Explication: La réponse varie car chaque représentant des États-Unis est élu pour représenter un district spécifique, donc la bonne réponse dépend de l'emplacement du candidat. Contexte: La Chambre des représentants des États-Unis est composée de membres élus par le peuple des 50 États. Le nombre de représentants de chaque État est basé sur sa population. Ces représentants purgent des mandats de deux ans et sont responsables de représenter les intérêts de leurs électeurs au sein du gouvernement fédéral.","Nancy Pelosi est la représentante des États-Unis.
Kevin Mullin est la représentante des États-Unis.
Maxine Waters est la représentante des États-Unis."
30,Gouvernement Américain,Régime politique,Comment s'appelle l'actuel Président de la Chambre des Représentants? *,Visitez uscis.gov/citizenship/testupdates pour le nom du Président de la Chambre des représentants.,"Le Président de la Chambre est le leader de la Chambre des représentants des États-Unis. Ce poste est pourvu par une élection au début de chaque nouveau Congrès, ou si le poste devient vacant. L'actuel Président est Mike Johnson. La réponse ""Les réponses varieront"" indique que le nom du Président peut changer au fil du temps.","Kevin McCarthy
Nancy Pelosi
Paul Ryan"
31,Gouvernement Américain,Régime politique,Qui est représenté par un sénateur américain?,"Les citoyens de son État, Les habitants de son État",Un sénateur américain représente l'ensemble de la population de son État spécifique au sein du gouvernement fédéral. Cela garantit que les intérêts et les besoins de tous les citoyens de l'État sont exprimés dans l'élaboration des politiques nationales.,"Le Président, Le Vice-Président
La Cour Suprême, La Chambre des Représentants
Les gouvernements étrangers, Les autres pays"
32,Gouvernement Américain,Régime politique,Qui élit les sénateurs américains?,Les citoyens de leur État,"Aux États-Unis, les sénateurs sont directement élus par les citoyens de leurs États respectifs. Ce processus est une partie fondamentale de la démocratie américaine, permettant aux gens de choisir leurs représentants au sein du gouvernement fédéral. Le 17e amendement à la Constitution américaine, ratifié en 1913, a établi l'élection directe des sénateurs au suffrage populaire, remplaçant le système précédent où les législatures d'État les choisissaient.","Le Président
La Chambre des représentants
La Cour suprême"
33,Gouvernement Américain,Régime politique,Qui est représenté par un membre de la Chambre des Représentants?,"Les citoyens de leur circonscription (du Congrès), Les citoyens de leur circonscription, Les habitants de leur circonscription (du Congrès), Les habitants de leur circonscription","Explication : Les membres de la Chambre des représentants représentent les personnes vivant dans des zones géographiques spécifiques au sein de leur État, appelées districts congressionnels. Cela garantit que les divers besoins et intérêts des différentes communautés à travers le pays sont entendus et pris en compte par la législature nationale.

Contexte : La Chambre des représentants des États-Unis est conçue pour être la chambre du Congrès la plus proche du peuple. Les représentants sont élus pour des mandats de deux ans, et le nombre de représentants que chaque État a est basé sur sa population, telle que déterminée par le recensement décennal.","Le Président, La Cour Suprême, Le Sénat
Le Gouverneur, La Législature d'État, Le Maire
Les citoyens étrangers, Les citoyens d'autres pays, Les non-résidents"
34,Gouvernement Américain,Régime politique,Qui élit les membres de la Chambre des Représentants?,Les citoyens de leur circonscription (législative),"La Chambre des représentants des États-Unis est composée de membres élus par le peuple. Chaque membre représente un district congressionnel spécifique au sein de son État, et seuls les citoyens vivant dans ce district peuvent voter pour leur représentant.","Les sénateurs de leur circonscription (électorale)
Les gouverneurs de leur circonscription (d'État)
Le président de leur circonscription (nationale)"
35,Gouvernement Américain,Régime politique,Pourquoi certains États ont-ils plus de représentants que d'autres?,(à cause de) la population de l’État,"Le nombre de représentants d'un État à la Chambre des représentants est basé sur sa population. Les États ayant plus d'habitants obtiennent plus de représentants, garantissant que la représentation est proportionnelle à la population de l'État. Ce système fait partie du Grand Compromis lors de la rédaction de la Constitution américaine, équilibrant les intérêts des grands et des petits États.","(À cause de) la taille de l'État, (Parce que) ils ont plus de terres, (Parce que) certains États sont plus grands
(À cause de) l'emplacement de l'État, (Parce que) ils sont dans le sud, (Parce que) certains États sont plus chauds
(À cause de) l'histoire de l'État, (Parce que) ils ont été fondés en premier, (Parce que) certains États sont plus anciens"
36,Gouvernement Américain,Régime politique,Pour combien d'années élisons-nous un Président ?*,Quatre (4) ans,"Le président des États-Unis occupe un mandat de quatre ans. Cette limitation de mandat a été établie par le 22e amendement de la Constitution américaine, qui a été ratifié en 1951, principalement pour empêcher tout président de servir un nombre excessif de mandats, à la suite des quatre mandats de Franklin D. Roosevelt pendant une période de crise nationale.","Deux (2) ans
Six (6) ans
Huit (8) ans"
37,Gouvernement Américain,Régime politique,Le Président des Etats-Unis est autorisé à n'effectuer que deux mandats. Pourquoi?,"(À cause du) 22ème Amendement, Pour empêcher le président d’avoir trop de pouvoir","Le 22e amendement limite le Président à deux mandats afin d'éviter qu'un seul individu n'accumule trop de pouvoir, assurant un équilibre des pouvoirs et promouvant les principes démocratiques en permettant des changements réguliers de leadership.","(À cause du) 19ème Amendement, Pour rendre le président plus puissant
(À cause du) 13ème Amendement, Pour permettre au président d'effectuer un nombre illimité de mandats
(À cause du) 1er Amendement, Pour limiter le pouvoir du président à un seul mandat"
38,Gouvernement Américain,Régime politique,Comment s'appelle l'actuel Président des États-Unis ?*,Visitez uscis.gov/citizenship/testupdates pour le nom du président des États-Unis,"Le président actuel des États-Unis change avec le temps, donc la bonne réponse dépend du moment où la question est posée. Cette question est souvent utilisée pour les tests de civisme ou de citoyenneté afin de s'assurer que les candidats sont conscients du paysage politique actuel.","George Washington
Abraham Lincoln
John F. Kennedy"
39,Gouvernement Américain,Régime politique,Comment s'appelle le Vice-président des États-Unis? *,Visitez uscis.gov/citizenship/testupdates pour le nom du vice-président des États-Unis.,"Le vice-président des États-Unis change en fonction des résultats des élections. Par conséquent, la réponse à cette question variera selon le moment où elle est posée. Le vice-président est également le président du Sénat.","George Washington: premier président des États-Unis.
Abraham Lincoln: 16e président des États-Unis.
John F. Kennedy: 35e président des États-Unis."
40,Gouvernement Américain,Régime politique,"Si le Président ne peut plus exercer sa fonction, qui devient Président?",le Vice-président,"Explication : Si le président ne peut plus exercer ses fonctions, le vice-président prend le relais pour assurer la continuité du leadership. Cela fait partie de l'ordre de succession présidentiel.","le Président de la Chambre (des représentants)
le Juge en chef (de la Cour suprême)
le Secrétaire d'État (des États-Unis)"
41,Gouvernement Américain,Régime politique,Nommez un pouvoir détenu par le président.,"Signe les projets de loi pour qu’ils deviennent des lois, Oppose son veto aux projets de loi, Applique les lois, Commandant en chef (de l’armée), Chef diplomate, Nomme les juges fédéraux","Le Président des États-Unis détient une autorité significative. Ses pouvoirs incluent la signature de lois (ou l'exercice de son droit de veto), l'application de ces lois, la fonction de Commandant en Chef des forces armées, le rôle de principal diplomate de la nation, et la nomination de juges fédéraux. Ces responsabilités sont cruciales pour le fonctionnement du gouvernement américain.","Déclarer la guerre, Nommer les gouverneurs des États, Rédiger les lois des États
Approuver les budgets des États, Commander les milices des États, Négocier les traités des États
Percevoir les impôts des États, Imprimer la monnaie des États, Établir les jours fériés des États"
42,Gouvernement Américain,Régime politique,Qui est le Commandant en chef de l'armée?,Le Président,"Le Président des États-Unis détient le titre de Commandant en Chef, ce qui signifie qu'il est le commandant suprême de toutes les forces militaires américaines. Ce rôle est décrit dans la Constitution américaine, établissant un contrôle civil sur l'armée pour garantir que le pouvoir militaire est subordonné au gouvernement démocratique.","Le Président de la Chambre
Le Juge en chef
Le Vice-président"
43,Gouvernement Américain,Régime politique,Qui signe les projets de loi pour qu’ils deviennent des lois?,Le Président (des États-Unis),"Le Président des États-Unis joue un rôle crucial dans le processus législatif. Après qu'un projet de loi a été adopté par la Chambre des représentants et le Sénat, il est envoyé au Président. Le Président peut alors promulguer le projet de loi, y opposer son veto (le rejeter) ou le laisser devenir loi sans signature. Une signature présidentielle est l'étape finale de la promulgation d'un projet de loi, le rendant exécutoire dans tout le pays.","Le Vice-président (des États-Unis)
Le Président (de la Chambre des représentants)
Le Juge en chef (de la Cour suprême)"
44,Gouvernement Américain,Régime politique,Qui nomme les juges fédéraux?,There is no content in the specified cell to translate.,"Explication : Le Président a le pouvoir de rejeter les projets de loi adoptés par le Congrès, les empêchant ainsi de devenir loi. Contexte : Ce pouvoir est un élément clé du système de freins et de contrepoids du gouvernement américain, conçu pour garantir qu'aucune branche ne devienne trop puissante.","Le Président (des États-Unis)
Le Juge en chef (de la Cour suprême)
Le Vice-président (des États-Unis)"
45,Gouvernement Américain,Régime politique,Qui nomme les juges fédéraux?,Le Président (des États-Unis),"Le président des États-Unis nomme les juges fédéraux. Cela fait partie du système de freins et contrepoids, où la branche exécutive (président) propose les juges, et la branche législative (Sénat) confirme ces nominations. Cela garantit qu'aucune branche n'a trop de pouvoir.","Le juge en chef (de la Cour suprême)
Le Sénat (des États-Unis)
Le Président (de la Chambre des représentants)"
46,Gouvernement Américain,Régime politique,L’exécutif a plusieurs composantes. Nommez-en une.,Le Président (des États-Unis),La branche exécutive est responsable de la mise en œuvre et de l'application des lois rédigées par le Congrès. Le président des États-Unis est le chef de la branche exécutive. Le Cabinet et les ministères et agences fédéraux aident le président à s'acquitter de ces fonctions.,"La Cour suprême (des États-Unis)
Le Congrès
Les législatures et agences des États"
47,Gouvernement Américain,Régime politique,Que fait le Cabinet du Président ?,Conseille le Président,"Le Cabinet du Président est composé des chefs des départements exécutifs, choisis par le Président, et leur rôle principal est de conseiller le Président sur les questions relatives à leurs départements respectifs et sur des questions nationales plus larges. Cet organe consultatif aide le Président à prendre des décisions éclairées et à exécuter les politiques.","Approuve les lois
Nomme les juges de la Cour suprême
Commande l'armée"
48,Gouvernement Américain,Régime politique,Quels sont deux postes de niveau ministériel ?,"Secrétaire à l'Agriculture, Secrétaire au Commerce, Secrétaire à la Défense, Secrétaire à l'Éducation, Secrétaire à l'Énergie, Secrétaire à la Santé et aux services sociaux, Secrétaire à la Sécurité intérieure, Secrétaire au Logement et au développement urbain, Secrétaire à l'Intérieur, Secrétaire au Travail, Secrétaire d'État, Secrétaire aux Transports, Secrétaire du Trésor, Secrétaire aux Affaires des anciens combattants, Procureur général, Vice-président","Le Cabinet des États-Unis est composé des plus hauts fonctionnaires nommés de la branche exécutive du gouvernement fédéral. Le rôle du Cabinet est de conseiller le Président sur tout sujet qu'il pourrait exiger concernant les fonctions de leurs bureaux respectifs. Ces postes sont souvent appelés ""de niveau Cabinet"" car leurs titulaires sont considérés comme faisant partie du cercle restreint de conseillers du Président.","Chef de cabinet, Attaché de presse, Ambassadeur auprès des Nations unies
Président de la Réserve fédérale, Juge à la Cour suprême, Président de la Chambre des représentants
Directeur du FBI, Commissaire de l'IRS, Maître de poste"
