ID,DataName,hi
10,Correct_Rationale_1,"अमेरिका में कोई राजधर्म नहीं है, और सरकार व्यक्ति की पसंद में हस्तक्षेप नहीं कर सकती।"
10,Wrong_Answer_1,आप केवल ईसाई धर्म का पालन कर सकते हैं
10,Wrong_Rationale_1,अमेरिका में कोई राजधर्म नहीं है और यह सभी धर्मों या किसी भी धर्म को न अपनाने की स्वतंत्रता की गारंटी देता है।
10,Wrong_Answer_2,आपको सरकार द्वारा अनुमोदित धर्म का पालन करना चाहिए
10,Wrong_Rationale_2,यह गलत है; सरकार की स्वीकृति आवश्यक नहीं है और यह धार्मिक स्वतंत्रता के सिद्धांत का उल्लंघन होगा।
10,Wrong_Answer_3,आपको अपनी धार्मिक गतिविधियों पर कर चुकाना होगा
10,Wrong_Rationale_3,"धार्मिक गतिविधियां आम तौर पर कर-मुक्त होती हैं, क्योंकि उन पर कर लगाने से धार्मिक स्वतंत्रता बाधित हो सकती है।"
11,Question,संयुक्त राज्य अमेरिका में आर्थिक प्रणाली क्या है?
11,Correct_Answer_1,पूंजीवादी अर्थव्यवस्था
11,Correct_Rationale_1,"अमेरिका एक पूंजीवादी अर्थव्यवस्था के तहत संचालित होता है, जो निजी संपत्ति और मुक्त बाजारों पर आधारित है।"
11,Correct_Answer_2,बाजार अर्थव्यवस्था
11,Correct_Rationale_2,"एक बाजार अर्थव्यवस्था, जिसमें कीमतें आपूर्ति और मांग द्वारा तय की जाती हैं, अमेरिका की आर्थिक प्रणाली का भी वर्णन करती है।"
11,Wrong_Answer_1,"समाजवादी अर्थव्यवस्था, साम्यवादी अर्थव्यवस्था"
11,Wrong_Rationale_1,"समाजवादी अर्थव्यवस्था में उत्पादन के साधनों का राज्य या समुदाय स्वामित्व शामिल होता है, जो अमेरिकी निजी स्वामित्व मॉडल से भिन्न है। साम्यवादी अर्थव्यवस्था में संपत्ति का साझा स्वामित्व और उत्पादन एवं वितरण पर पूर्ण राज्य नियंत्रण होता है, जो अमेरिकी मुक्त बाजार प्रणाली के विपरीत है।"
11,Wrong_Answer_2,"व्यापारीवादी अर्थव्यवस्था, सामंती अर्थव्यवस्था"
11,Wrong_Rationale_2,"व्यापारीवाद 16वीं से 18वीं शताब्दी की यूरोपीय नीति थी जिसमें राज्य व्यापार को नियंत्रित करके संपत्ति एकत्र करता था, जो अमेरिकी मुक्त व्यापार दृष्टिकोण से भिन्न है। सामंती अर्थव्यवस्था भूमि स्वामित्व और कृषि श्रम दायित्वों पर आधारित थी, जो आधुनिक पूंजीवादी प्रणालियों से मूल रूप से अलग है।"
11,Wrong_Answer_3,"नियंत्रित अर्थव्यवस्था, योजनाबद्ध अर्थव्यवस्था"
11,Wrong_Rationale_3,"नियंत्रित अर्थव्यवस्था पूरी तरह से सरकार द्वारा नियंत्रित होती है, जो तय करती है कि क्या उत्पादन और वितरण किया जाए, जबकि अमेरिकी प्रणाली बाजार-आधारित है। योजनाबद्ध अर्थव्यवस्था में सभी आर्थिक गतिविधियों की केंद्रीय सरकारी योजना शामिल होती है, जो अमेरिकी प्रणाली के विपरीत है, जहां बाजार बल आर्थिक निर्णय तय करते हैं।"
12,Question,'कानून का शासन' क्या है?
12,Correct_Answer_1,सभी को कानून का पालन करना चाहिए
12,Correct_Rationale_1,"कानून का शासन यह सिद्धांत है कि सभी लोग, स्थिति की परवाह किए बिना, कानून के अधीन और उसके प्रति उत्तरदायी हैं।"
12,Correct_Answer_2,नेताओं को कानून का पालन करना चाहिए
12,Correct_Rationale_2,"सरकारी नेता, जिनमें राष्ट्रपति भी शामिल हैं, कानून के शासन के अधीन होते हैं।"
12,Correct_Answer_3,कोई भी कानून से ऊपर नहीं है
12,Correct_Rationale_3,यह वाक्य कानून के शासन के मुख्य सिद्धांत को सबसे अच्छे तरीके से संक्षेप में बताता है।
12,Correct_Answer_4,सरकार को कानून का पालन करना चाहिए
12,Correct_Rationale_4,सरकार स्वयं भी कानून के अधीन है और अपनी कानूनी अधिकारिता से बाहर कार्य नहीं कर सकती।
12,Wrong_Answer_1,"कानून हमेशा बदलते हैं, राष्ट्रपति कानून बनाता है, सभी कानून न्यायसंगत हैं"
12,Wrong_Rationale_1,"यद्यपि कानून बदल सकते हैं, यह कानून के शासन की परिभाषा नहीं है। कांग्रेस कानून बनाती है और राष्ट्रपति इसे लागू करता है। यह शक्तियों के पृथक्करण का सिद्धांत है। कानून का शासन निष्पक्षता का लक्ष्य रखता है, लेकिन यह गारंटी नहीं देता कि हर कानून पूरी तरह से न्यायपूर्ण हो।"
12,Wrong_Answer_2,"केवल नागरिक कानूनों का पालन करते हैं, कानून अमीर लोगों पर अलग तरह से लागू होते हैं, सरकारी अधिकारी कानूनों से मुक्त हैं"
12,Wrong_Rationale_2,"ये कथन कानून के शासन के विपरीत हैं, जो मांग करता है कि सभी लोग, चाहे उनका दर्जा या संपत्ति कुछ भी हो, समान कानूनों के अधीन हों।"
12,Wrong_Answer_3,"कानून सुझाव हैं, लोग चुन सकते हैं कि किन कानूनों का पालन करना है, कानून केवल आपात स्थितियों में लागू होते हैं"
12,Wrong_Rationale_3,"ये कथन कानून के शासन के सिद्धांत के तहत कानूनों की बाध्यकारी प्रकृति को गलत समझते हैं, जहां कानून अनिवार्य हैं और हर समय सभी पर लागू होते हैं।"
13,Question,सरकार की एक शाखा या भाग का नाम बताइए।
13,Correct_Answer_1,कांग्रेस (विधायी)
13,Correct_Rationale_1,"कांग्रेस विधायी शाखा है, जो कानून बनाती है।"
13,Correct_Answer_2,राष्ट्रपति (कार्यकारी)
13,Correct_Rationale_2,"राष्ट्रपति कार्यकारी शाखा के प्रमुख हैं, जो कानूनों को लागू करते हैं।"
13,Correct_Answer_3,न्यायालय (न्यायिक)
13,Correct_Rationale_3,"न्यायालय न्यायिक शाखा है, जो कानूनों की व्याख्या और उन्हें लागू करता है।"
13,Wrong_Answer_1,"राज्य, सेना, पुलिस"
13,Wrong_Rationale_1,"राज्य संघीय प्रणाली का एक महत्वपूर्ण हिस्सा हैं, लेकिन संघीय सरकार की तीन शाखाओं में से एक नहीं हैं। सेना कार्यकारी शाखा द्वारा नियंत्रित एक महत्वपूर्ण संस्था है, लेकिन यह सरकार की एक अलग शाखा नहीं है। पुलिस कानून प्रवर्तन एजेंसियां हैं, जो आमतौर पर राज्य या स्थानीय सरकार के अंतर्गत होती हैं।"
13,Wrong_Answer_2,"मंत्रिमंडल, सीनेट, हाउस"
13,Wrong_Rationale_2,"मंत्रिमंडल कार्यकारी शाखा का हिस्सा है, जबकि सीनेट और हाउस दोनों विधायी शाखा का हिस्सा हैं, न कि अलग-अलग शाखाएं।"
13,Wrong_Answer_3,"एफबीआई, सीआईए, सुप्रीम कोर्ट"
13,Wrong_Rationale_3,"एफबीआई और सीआईए कार्यकारी शाखा के भीतर एजेंसियां हैं, जबकि सुप्रीम कोर्ट न्यायिक शाखा का हिस्सा है, न कि सरकार की अलग शाखाएं।"
14,Question,सरकार की एक शाखा को बहुत अधिक शक्तिशाली होने से क्या रोकता है?
14,Correct_Answer_1,नियंत्रण और संतुलन
14,Correct_Rationale_1,यह वह प्रणाली है जिसमें प्रत्येक शाखा अन्य की शक्तियों की समीक्षा और उन्हें सीमित कर सकती है।
14,Correct_Answer_2,शक्तियों का पृथक्करण
14,Correct_Rationale_2,"यह सरकारी शक्ति को विधायी, कार्यकारी और न्यायिक शाखाओं में विभाजित करने का सिद्धांत है।"
14,Wrong_Answer_1,"कानून का शासन, संघवाद"
14,Wrong_Rationale_1,"कानून का शासन शक्ति के दुरुपयोग को रोकने में मदद करता है, लेकिन यह वह विशेष प्रणाली नहीं है जो किसी एक शाखा को बहुत अधिक शक्तिशाली होने से रोकती है। संघवाद संघीय और राज्य सरकारों के बीच शक्ति साझा करने का सिद्धांत है, न कि सरकार की तीन शाखाओं के बीच। इनमें से कोई भी एकल शाखा को दूसरों पर हावी होने से रोकने के संवैधानिक तंत्र को सीधे संबोधित नहीं करता है।"
14,Wrong_Answer_2,"कार्यकाल की सीमा, चुनाव"
14,Wrong_Rationale_2,"कार्यकाल की सीमाएँ और चुनाव ऐसे लोकतांत्रिक तंत्र हैं जो सरकारी शक्ति को सीमित कर सकते हैं और जवाबदेही प्रदान कर सकते हैं, लेकिन वे वह संवैधानिक प्रणाली नहीं हैं जो विशेष रूप से आपसी निगरानी और संयम के माध्यम से सरकार की किसी एक शाखा को बहुत अधिक शक्तिशाली होने से रोकने के लिए बनाई गई है।"
14,Wrong_Answer_3,"अधिकारों का विधेयक, महाभियोग"
14,Wrong_Rationale_3,"अधिकारों का विधेयक व्यक्तिगत स्वतंत्रताओं को सरकारी अतिक्रमण से बचाता है लेकिन यह शाखाओं के बीच शक्ति संतुलन को सीधे संबोधित नहीं करता है। महाभियोग कदाचार के लिए अधिकारियों को हटाने का एक विशिष्ट तंत्र है, लेकिन यह व्यापक प्रणाली नहीं है जो निरंतर आपसी जांच के माध्यम से किसी एक शाखा के प्रभुत्व को रोकती है।"
15,Question,कार्यकारी शाखा का प्रभारी कौन है?
15,Correct_Answer_1,राष्ट्रपति
15,Correct_Rationale_1,राष्ट्रपति कार्यकारी शाखा के प्रमुख होते हैं।
15,Wrong_Answer_1,लोकसभा अध्यक्ष
15,Wrong_Rationale_1,"लोकसभा अध्यक्ष, विधायी शाखा में लोकसभा के नेता होते हैं।"
15,Wrong_Answer_2,मुख्य न्यायाधीश
15,Wrong_Rationale_2,"मुख्य न्यायाधीश, न्यायिक शाखा में सर्वोच्च न्यायालय के प्रमुख होते हैं।"
15,Wrong_Answer_3,विदेश मंत्री
15,Wrong_Rationale_3,"विदेश मंत्री कार्यकारी शाखा में एक उच्च पदस्थ मंत्री हैं, लेकिन पूरी शाखा के प्रमुख नहीं हैं।"
16,Question,संघीय कानून कौन बनाता है?
16,Correct_Answer_1,कांग्रेस
16,Correct_Rationale_1,संघीय कानून कांग्रेस (सीनेट और प्रतिनिधि सभा) द्वारा बनाए जाते हैं।
16,Correct_Answer_2,सीनेट और प्रतिनिधि सभा
16,Correct_Rationale_2,"कांग्रेस में सीनेट और प्रतिनिधि सभा शामिल हैं, जो मिलकर संघीय कानून बनाते हैं।"
16,Correct_Answer_3,(अमेरिकी या राष्ट्रीय) विधायिका
16,Correct_Rationale_3,"अमेरिकी विधायिका, जो कांग्रेस है, के पास संघीय कानून बनाने का संवैधानिक अधिकार है।"
16,Wrong_Answer_1,राष्ट्रपति
16,Wrong_Rationale_1,"राष्ट्रपति कांग्रेस द्वारा पारित विधेयकों पर हस्ताक्षर करके उन्हें कानून बनाते हैं, लेकिन वे कानून नहीं बनाते।"
16,Wrong_Answer_2,सर्वोच्च न्यायालय
16,Wrong_Rationale_2,"सर्वोच्च न्यायालय कानूनों की व्याख्या करता है और यह तय करता है कि वे संवैधानिक हैं या नहीं, लेकिन उन्हें बनाता नहीं है।"
16,Wrong_Answer_3,राज्य की विधायिका
16,Wrong_Rationale_3,"राज्य की विधायिकाएं राज्य के कानून बनाती हैं, न कि संघीय कानून।"
17,Question,अमेरिकी कांग्रेस के दो भाग कौन से हैं?
17,Correct_Answer_1,सीनेट और प्रतिनिधि सभा
17,Correct_Rationale_1,"अमेरिकी कांग्रेस एक द्विसदनीय विधानमंडल है, जिसमें सीनेट और प्रतिनिधि सभा शामिल हैं।"
17,Wrong_Answer_1,राष्ट्रपति और मंत्रिमंडल
17,Wrong_Rationale_1,यह कार्यपालिका का वर्णन करता है।
17,Wrong_Answer_2,संघीय और राज्य अदालतें
17,Wrong_Rationale_2,यह न्यायपालिका की संरचना का वर्णन करता है।
17,Wrong_Answer_3,डेमोक्रेटिक और रिपब्लिकन पार्टियां
17,Wrong_Rationale_3,ये संयुक्त राज्य अमेरिका की प्रमुख राजनीतिक पार्टियां हैं।
18,Question,संयुक्त राज्य अमेरिका में कितने सीनेटर होते हैं?
18,Correct_Answer_1,एक सौ (100)
18,Correct_Rationale_1,"प्रत्येक 50 राज्यों से दो सीनेटर होते हैं, कुल 100।"
18,Wrong_Answer_1,चार सौ पैंतीस (435)
18,Wrong_Rationale_1,435 प्रतिनिधि सभा के सदस्यों की संख्या है।
18,Wrong_Answer_2,पचास (50)
18,Wrong_Rationale_2,50 संयुक्त राज्य अमेरिका में राज्यों की संख्या है।
18,Wrong_Answer_3,नौ (9)
18,Wrong_Rationale_3,नौ सर्वोच्च न्यायालय में न्यायाधीशों की संख्या है।
19,Question,हम एक अमेरिकी सीनेटर को कितने वर्षों के लिए चुनते हैं?
19,Correct_Answer_1,छह (6)
19,Correct_Rationale_1,एक अमेरिकी सीनेटर का कार्यकाल छह वर्ष का होता है।
19,Wrong_Answer_1,दो (2)
19,Wrong_Rationale_1,दो वर्ष प्रतिनिधि सभा के सदस्य का कार्यकाल होता है।
19,Wrong_Answer_2,चार (4)
19,Wrong_Rationale_2,चार वर्ष राष्ट्रपति का कार्यकाल होता है।
19,Wrong_Answer_3,आठ (8)
19,Wrong_Rationale_3,"एक राष्ट्रपति अधिकतम दो कार्यकाल, या आठ वर्ष, सेवा कर सकता है, लेकिन यह सीनेटर के कार्यकाल से अलग है।"
20,Question,वर्तमान में आपके राज्य के अमेरिकी सीनेटरों में से एक कौन है?
20,Correct_Answer_1,उत्तर भिन्न हो सकते हैं
20,Correct_Rationale_1,इस प्रश्न का उत्तर आपके रहने वाले राज्य पर निर्भर करता है। आपको senate.gov देखना चाहिए।
20,Wrong_Answer_1,गवर्नर का नाम
20,Wrong_Rationale_1,"गवर्नर राज्य की कार्यकारी शाखा के प्रमुख होते हैं, न कि संघीय सीनेटर।"
20,Wrong_Answer_2,प्रतिनिधि का नाम
20,Wrong_Rationale_2,"प्रतिनिधि, प्रतिनिधि सभा के सदस्य होते हैं, जो सीनेटर से अलग होते हैं।"
20,Wrong_Answer_3,राष्ट्रपति का नाम
20,Wrong_Rationale_3,राष्ट्रपति संघीय कार्यकारी शाखा के प्रमुख होते हैं।
21,Question,प्रतिनिधि सभा में कितने मतदान सदस्य होते हैं?
21,Correct_Answer_1,चार सौ पैंतीस (435)
21,Correct_Rationale_1,प्रतिनिधियों की संख्या प्रत्येक राज्य की जनसंख्या पर आधारित होती है।
21,Wrong_Answer_1,सौ (100)
21,Wrong_Rationale_1,100 सीनेटरों की संख्या है।
21,Wrong_Answer_2,पचास (50)
21,Wrong_Rationale_2,50 राज्यों की संख्या है।
21,Wrong_Answer_3,पांच सौ अड़तीस (538)
21,Wrong_Rationale_3,538 निर्वाचक मंडल में निर्वाचकों की कुल संख्या है।
22,Question,हम एक अमेरिकी प्रतिनिधि को कितने वर्षों के लिए चुनते हैं?
22,Correct_Answer_1,दो (2)
22,Correct_Rationale_1,एक अमेरिकी प्रतिनिधि का कार्यकाल दो वर्ष होता है।
22,Wrong_Answer_1,चार (4)
22,Wrong_Rationale_1,राष्ट्रपति का कार्यकाल चार वर्ष होता है।
22,Wrong_Answer_2,छह (6)
22,Wrong_Rationale_2,एक सीनेटर का कार्यकाल छह वर्ष होता है।
22,Wrong_Answer_3,जीवन भर
22,Wrong_Rationale_3,"सर्वोच्च न्यायालय के न्यायाधीश आजीवन सेवा करते हैं, लेकिन प्रतिनिधि निर्वाचित अधिकारी होते हैं।"
23,Question,अपने अमेरिकी प्रतिनिधि का नाम बताइए।
23,Correct_Answer_1,उत्तर भिन्न हो सकते हैं
23,Correct_Rationale_1,इस प्रश्न का उत्तर आपके संसदीय जिले पर निर्भर करता है। आपको house.gov देखना चाहिए।
23,Wrong_Answer_1,सीनेटर का नाम
23,Wrong_Rationale_1,एक सीनेटर पूरे राज्य का प्रतिनिधित्व करता है और एक विशेष जिले के प्रतिनिधि से अलग होता है।
23,Wrong_Answer_2,गवर्नर का नाम
23,Wrong_Rationale_2,गवर्नर राज्य की कार्यकारी शाखा के प्रमुख होते हैं।
