Index,Category,SubCategory,Questions,Answers,rationale,Wrong
11,अमरीकी सरकार,अमरीकी सरकार के सिद्धांत,"शब्द """"जीवन, स्वतंत्रता और खशी ु की खोज"""" किस संस्थापक दस्तावेज मेंहैं?",स्वतंत्रता की घोषणा,"स्वतंत्रता की घोषणा एक संस्थापक दस्तावेज़ है जिसमें ""जीवन, स्वतंत्रता और खुशी की खोज"" को अयोग्य अधिकारों के रूप में बताया गया है। इसे 4 जुलाई, 1776 को अपनाया गया था, जिसमें 13 अमेरिकी उपनिवेशों द्वारा ग्रेट ब्रिटेन से अलग होने की घोषणा की गई थी। घोषणा को अपनाए जाने तक उपनिवेश एक साल से अधिक समय से ग्रेट ब्रिटेन के साथ युद्ध में थे।","परिसंघ के अनुच्छेद
संयुक्त राज्य अमेरिका का संविधान
अधिकारों का बिल"
12,अमरीकी सरकार,अमरीकी सरकार के सिद्धांत,संयक्तु राज्य अमरीका की आर्थिकर्थि प्रणाली क्या है? *,"पंजीवाद ू, मफ्तु बाजार अर्थव्यवस्था र्थ","संयुक्त राज्य अमेरिका मुख्य रूप से पूंजीवादी, मुक्त-बाजार आर्थिक प्रणाली के तहत काम करता है। इस प्रणाली में, व्यक्ति और व्यवसाय बड़े पैमाने पर उत्पादन और वितरण के साधनों को नियंत्रित करते हैं, जिसमें कीमतें और उत्पादन सरकार के नियंत्रण के बजाय आपूर्ति और मांग से निर्धारित होते हैं। सरकार की भूमिका आम तौर पर बाजार को विनियमित करना, अनुबंधों को लागू करना और कुछ सार्वजनिक वस्तुएं और सेवाएं प्रदान करना है।","समाजवाद, नियंत्रित अर्थव्यवस्था
साम्यवाद, नियोजित अर्थव्यवस्था
सामंतवाद, वस्तु विनिमय प्रणाली"
13,अमरीकी सरकार,अमरीकी सरकार के सिद्धांत,नियम-विधि क्या होता है?,"सभी लोगों को काननू का पालन करन अनिवार्य है।, नेताओंको काननू मानना अनिवार्य है।, सरकार का काननू के अनसार ु चलना अनिवार्य है।, काननू सर्वोपरि है।",पृष्ठभूमि: कानून का शासन अमेरिकी सरकार का एक मौलिक सिद्धांत है। इसका मतलब है कि सभी लोग और संस्थाएं कानून के अधीन और जवाबदेह हैं जो निष्पक्ष रूप से लागू और प्रवृत्त होता है। स्पष्टीकरण: कानून का शासन यह सुनिश्चित करता है कि नेता और सरकार सहित सभी को कानूनों का पालन करना होगा। कोई भी कानून से ऊपर नहीं है। यह सिद्धांत निष्पक्षता को बढ़ावा देता है और सत्ता के दुरुपयोग को रोकता है।,"केवल कुछ लोगों को कानून का पालन करना चाहिए। नेता कानून से ऊपर हैं। सरकार कानून से ऊपर है। कुछ लोग कानून से ऊपर हैं।
कानून केवल नागरिकों पर लागू होता है। राष्ट्रपति कानूनों को नजरअंदाज कर सकते हैं। सरकार दूसरों के लिए कानून बनाती है। कानून केवल सुझाव हैं।
पुलिस कानून लागू करती है। न्यायाधीश कानूनों की व्याख्या करते हैं। वकील ग्राहकों का प्रतिनिधित्व करते हैं। जनता कानूनों पर वोट देती है।"
14,अमरीकी सरकार,अमरीकी सरकार के सिद्धांत,कई दस्तावेजों नेअमरीकी संविधान को प्रभावित किया। एक नाम बताएँ।,"स्वतंत्रता की घोषणा, संघ के लेख, संघीय दस्तावेज, संघ-विरोधी दस्तावेज, वर्जीनिया अधिकारों की घोषणा, कनेक्टिकट के मौलिक आदेश, मेफ्लावर कॉम्पक्टै, इरोक्विस ग्रेट लॉ ऑफ़ पीस","अमेरिकी संविधान कई महत्वपूर्ण ऐतिहासिक दस्तावेजों से प्रभावित था। स्वतंत्रता की घोषणा ने उपनिवेशों के ब्रिटेन से अलगाव की घोषणा की। परिसंघ के अनुच्छेद संयुक्त राज्य अमेरिका का पहला संविधान था, जिसने राज्यों के बीच ""दृढ़ संघ"" की स्थापना की। फेडरलिस्ट पेपर्स नए संविधान का समर्थन करने के लिए मतदाताओं को समझाने के लिए लिखे गए निबंध थे, जबकि एंटी-फेडरलिस्ट पेपर्स ने नई सरकार की शक्ति के बारे में आशंका व्यक्त की थी। वर्जीनिया घोषणापत्र एक मौलिक दस्तावेज था जिसने स्वतंत्रता की घोषणा और अधिकारों के विधेयक को प्रभावित किया। कनेक्टिकट के मौलिक आदेश, मेफ्लावर कॉम्पैक्ट और इरोक्वाइस की शांति का महान कानून जैसे अन्य दस्तावेजों ने भी अमेरिकी स्वशासन के विचारों में योगदान दिया।","मैग्ना कार्टा, इंग्लिश बिल ऑफ राइट्स, कॉमन सेंस, सरकार के दो ग्रंथ, याचिका का अधिकार, परिसंघ के अनुच्छेद, कानूनों की भावना, सामाजिक अनुबंध

फ्रांसीसी मानवाधिकारों की घोषणा, कम्युनिस्ट घोषणापत्र, स्वतंत्रता पर, राजकुमार, यूटोपिया, लेविथान, गणतंत्र, दास कैपिटल

हमाराबी कोड, बारह तालिकाएँ, जस्टिनियन कोड, नेपोलियन कोड, ड्रेकोनियन कानून, सोलोनियन संविधान, लिकुरगन सुधार, अशोक के आदेश"
15,अमरीकी सरकार,अमरीकी सरकार के सिद्धांत,सरकार की तीन शाखाएँहैं। क्यों?,"ताकि एक हिस्सा बहुत शक्तिशाली न हो जाए, नियंत्रण और संतलनु, अधिकारों का विभाजन","सरकार के तीनों अंग (विधायी, कार्यकारी और न्यायिक) में से प्रत्येक के पास किसी एक अंग को बहुत अधिक हावी होने से रोकने के लिए अलग-अलग शक्तियां होती हैं। यह नियंत्रण और संतुलन प्रणाली शक्तियों के पृथक्करण को सुनिश्चित करती है, जिसका अर्थ है कि प्रत्येक अंग दूसरे की शक्तियों को सीमित कर सकता है, जिससे एक संतुलित सरकार बनी रहती है और स्वतंत्रता की रक्षा होती है।","सभी के लिए निष्पक्षता सुनिश्चित करने के लिए, किसी एक शाखा द्वारा शक्ति के दुरुपयोग को रोकने के लिए, व्यक्तिगत स्वतंत्रता की रक्षा के लिए

त्वरित निर्णय लेने की अनुमति देने के लिए, सरकारी प्रक्रियाओं को सरल बनाने के लिए, अधिकार को केंद्रीकृत करने के लिए

आर्थिक विकास को बढ़ावा देने के लिए, सामाजिक व्यवस्था बनाए रखने के लिए, राष्ट्रीय सीमाओं की रक्षा करने के लिए"
16,अमरीकी सरकार,शासन पद्धति,सरकार की तीन शाखाओंका नाम बताइए।,"विधायी, कार्यकारी र्य और न्यायिक, कांग्रेस, राष्ट्रपति और न्यायालय","संयुक्त राज्य अमेरिका में सरकार की तीनों शाखाएँ नियंत्रण और संतुलन की एक प्रणाली बनाने के लिए डिज़ाइन की गई हैं, यह सुनिश्चित करते हुए कि कोई भी एक शाखा बहुत शक्तिशाली न हो जाए। उत्तर की व्याख्या: * विधायी शाखा (कांग्रेस): कानून बनाती है। * कार्यकारी शाखा (राष्ट्रपति): कानूनों को लागू करती है। * न्यायपालिका (अदालतें): कानूनों की व्याख्या करती है और न्याय प्रदान करती है।","आर्थिक, सामाजिक और सांस्कृतिक, व्यापार, लोग और राज्य
संघीय, राज्य और स्थानीय, महापौर, राज्यपाल और देश
सार्वजनिक, निजी और नागरिक, नागरिक, कंपनियाँ और शहर"
17,अमरीकी सरकार,शासन पद्धति,संयक्तु राज्य अमेरिका के राष्ट्रपति सरकार की किस शाखा के प्रभारी हैं?,कार्यकारी र्य शाखा,"संयुक्त राज्य अमेरिका के राष्ट्रपति कार्यकारी शाखा का नेतृत्व करते हैं, जो कांग्रेस द्वारा लिखे गए कानूनों को लागू करने और लागू करने के लिए जिम्मेदार है। इस शाखा में उपराष्ट्रपति और विभिन्न विभाग और एजेंसियां भी शामिल हैं।","विधायी शाखा
न्यायिक शाखा
कांग्रेस"
18,अमरीकी सरकार,शासन पद्धति,संघीय सरकार का कौन सा हिस्सा काननू लिखता है?,"(संयक्तु राज्य) कांग्रेस, (अमेरिकी या राष्ट्रीय) विधायिका, विधायी शाखा","अमेरिकी कांग्रेस, जिसमें सीनेट और प्रतिनिधि सभा शामिल हैं, संघीय सरकार की विधायी शाखा है। इसकी प्राथमिक जिम्मेदारी देश के लिए कानून बनाना और पारित करना है। यह प्रणाली सभी राज्यों के प्रतिनिधित्व और कानून बनाने के लिए एक संपूर्ण प्रक्रिया सुनिश्चित करने के लिए डिज़ाइन की गई है।","(राष्ट्रपति) कार्यकारी शाखा
(राष्ट्रपति या राष्ट्रीय) नेता, कार्यकारी शाखा
(सुप्रीम) कोर्ट, (सुप्रीम या राष्ट्रीय) न्यायपालिका, न्यायिक शाखा
(राज्य) राज्यपाल, (राज्य या राष्ट्रीय) नेता, राज्य सरकार"
19,अमरीकी सरकार,शासन पद्धति,अमरीकी कांग्रेस के दो भाग कौन सेहैं?,सीनेट और हाउस (ऑफ रिप्रज़ेन्टेटिव),"अमेरिकी कांग्रेस, संघीय सरकार की विधायी शाखा, द्विसदनीय है, जिसका अर्थ है कि यह दो अलग-अलग सदनों में विभाजित है: सीनेट और प्रतिनिधि सभा। यह संरचना अमेरिकी संविधान द्वारा जांच और संतुलन की प्रणाली प्रदान करने के लिए स्थापित की गई थी, जो विभिन्न प्रकार के प्रतिनिधित्व और विधायी प्रक्रियाओं को सुनिश्चित करती है। प्रत्येक राज्य के लिए समान प्रतिनिधित्व वाली सीनेट और जनसंख्या के आधार पर आनुपातिक प्रतिनिधित्व वाली प्रतिनिधि सभा, कानून बनाने और पारित करने के लिए मिलकर काम करती हैं।","राष्ट्रपति और उपराष्ट्रपति
कार्यकारी और न्यायिक (शाखाएँ)
राज्यपाल और महापौर"
20,अमरीकी सरकार,शासन पद्धति,अमेरिकी कांग्रेस की एक शक्ति का नाम बताइए। *,"काननू लिखना, यद्धु की घोषणा करना, संघीय बजट बनाना","अमेरिकी कांग्रेस, जिसमें प्रतिनिधि सभा और सीनेट शामिल हैं, संघीय सरकार की विधायी शाखा है। इसकी प्राथमिक भूमिका देश के लिए कानून बनाना है। प्रमुख शक्तियों में कानून लिखना और पारित करना, आधिकारिक तौर पर युद्ध की घोषणा करना और संघीय बजट को मंजूरी देना शामिल है, जो सरकारी खर्चों को रेखांकित करता है।","न्यायाधीशों की नियुक्ति करता है, सेना की कमान संभालता है, कानून को वीटो करता है
कानूनों को लागू करता है, कानूनों की व्याख्या करता है, अपराधियों को क्षमा करता है
संधियों पर बातचीत करता है, कर एकत्र करता है, कार्यकारी आदेश जारी करता है"
21,अमरीकी सरकार,शासन पद्धति,अमरीकी सीनेटरों की संख्या कितनी है?,एक सौ (100),"संयुक्त राज्य अमेरिका की सीनेट 100 सीनेटरों से बनी है, जिसमें 50 राज्यों में से प्रत्येक का प्रतिनिधित्व दो सीनेटर करते हैं। ये सीनेटर छह साल की अवधि के लिए कार्य करते हैं।","पचास (50)
दो सौ (200)
सत्तर (70)"
22,अमरीकी सरकार,शासन पद्धति,अमेरिकी सीनेटर का कार्यकाल र्य कितनेसमय का होता है?,छह (6) साल,"सीनेटर स्थिरता प्रदान करने और उन्हें निरंतर पुनर्निर्वाचन दबाव के बिना दीर्घकालिक नीति पर ध्यान केंद्रित करने की अनुमति देने के लिए छह साल के कार्यकाल की सेवा करते हैं। यह लंबा कार्यकाल उन्हें हाउस प्रतिनिधियों से अलग करता है, जो दो साल के कार्यकाल की सेवा करते हैं और तत्काल सार्वजनिक भावना के प्रति अधिक सीधे जवाबदेह होते हैं।","दो (2) साल
चार (4) साल
दस (10) साल"
23,अमरीकी सरकार,शासन पद्धति,आपके राज्य के वर्तमान र्त सिनेटरों मेंसेएक कौन है?,उत्तरों मेंअतर ं होगा। [कोलम्बिया जिलेके निवासियों और अमरीकी क्षेत्रों के निवासियों को उत्तर देना होगा कि डी.सी. (या उस क्षेत्र मेंजहाँआवेदक रहता है) का कोई अमरीकी सीनेटर नहींहै।],"इस प्रश्न का उत्तर व्यक्ति के निवास स्थान पर निर्भर करता है। प्रत्येक अमेरिकी राज्य उन्हें अमेरिकी सीनेट में प्रतिनिधित्व करने के लिए दो सीनेटरों का चुनाव करता है। चूंकि 50 राज्य हैं, कुल मिलाकर 100 अमेरिकी सीनेटर हैं।","[गलत उत्तर भिन्न होंगे]
[कोई विशेष उत्तर नहीं]
[राज्य के अनुसार भिन्न होता है]"
24,अमरीकी सरकार,शासन पद्धति,हाउस ऑफ रिप्रेज़ेन्टेटिव मेंमतदान कर सकनेवालेकितनेसदस्य हैं?,चार सौ पतीस ैं (435),"प्रतिनिधि सभा अमेरिकी कांग्रेस का निचला सदन है। मतदान करने वाले सदस्यों की संख्या कानून द्वारा 435 निर्धारित की गई है, जिसमें प्रत्येक राज्य का प्रतिनिधित्व जनसंख्या द्वारा निर्धारित किया जाता है। यह संख्या 1913 से निर्धारित की गई है।","तीन सौ (300)
पांच सौ (500)
दो सौ (200)"
25,अमरीकी सरकार,शासन पद्धति,हाउस ऑफ रिप्रेज़ेन्टेटिव के सदस्य का कार्यकाल र्य कितनेसमय का होता है?,दो (2) वर्ष,"अमेरिकी प्रतिनिधि सभा के सदस्य दो साल के कार्यकाल के लिए कार्य करते हैं। सीनेटरों के छह साल के कार्यकाल की तुलना में यह छोटी अवधि, प्रतिनिधियों को उनके घटकों के प्रति अधिक जवाबदेह रखने और सार्वजनिक राय को अधिक बार प्रतिबिंबित करने के लिए डिज़ाइन की गई थी। पूरी सभा हर दो साल में फिर से चुनाव के लिए तैयार होती है।","चार (4) वर्ष
छह (6) वर्ष
एक (1) वर्ष"
26,अमरीकी सरकार,शासन पद्धति,अमेरिकी सीनेटरों की तलना ु मेंअमेरिकी प्रतिनिधियों का कार्यकाल र्य कम समय का क्यों होता है?,जनता की राय का अधिक बारीकी सेपालन करनेके लिए,"स्पष्टीकरण: अमेरिकी संविधान के निर्माताओं ने प्रतिनिधि सभा को लोगों की तत्काल इच्छा के प्रति अधिक उत्तरदायी बनाने के लिए डिज़ाइन किया। छोटे कार्यकाल होने से, प्रतिनिधि अपने घटकों और जनमत के प्रति अधिक बार जवाबदेह होते हैं। पृष्ठभूमि: अमेरिकी कांग्रेस द्विसदनीय है, जिसमें प्रतिनिधि सभा और सीनेट शामिल हैं। प्रतिनिधि दो साल के कार्यकाल के लिए कार्य करते हैं, जबकि सीनेटर छह साल के कार्यकाल के लिए कार्य करते हैं। कार्यकाल की लंबाई में यह अंतर प्रत्यक्ष लोकप्रिय प्रतिनिधित्व और अधिक विचार-विमर्श, दीर्घकालिक विधायी सोच के बीच संतुलन बनाने के लिए निर्माताओं के इरादे को दर्शाता है।","उनकी शक्ति को सीमित करने के लिए

अधिक स्थिर सरकार सुनिश्चित करने के लिए

लोगों के एक छोटे समूह का प्रतिनिधित्व करने के लिए"
