Index,Category,SubCategory,Questions,Answers,rationale,Wrong
11,American Government,Principles of American Government,"الكلمات ""الحياة والحرية والسعي وراء السعادة"" موجودة في أي وثيقة تأسيسية؟",إعلان الاستقلال,"إعلان الاستقلال هو الوثيقة التأسيسية التي تنص على أن ""الحياة والحرية والسعي وراء السعادة"" حقوق غير قابلة للتصرف. تم اعتماده في 4 يوليو 1776، معلنًا انفصال المستعمرات الأمريكية الثلاث عشرة عن بريطانيا العظمى. كانت المستعمرات في حالة حرب مع بريطانيا العظمى لأكثر من عام بحلول الوقت الذي تم فيه اعتماد الإعلان.","مواد الاتحاد

دستور الولايات المتحدة

وثيقة الحقوق"
12,American Government,Principles of American Government,ما هو النظام الاقتصادي للولايات المتحدة؟,"النِظام الرَأْسْماليّ, اقْتِصاد السوقِ الحُرِّ",تعمل الولايات المتحدة في المقام الأول في ظل نظام اقتصادي رأسمالي قائم على السوق الحرة. في هذا النظام، يتحكم الأفراد والشركات إلى حد كبير في وسائل الإنتاج والتوزيع، ويتم تحديد الأسعار والإنتاج من خلال العرض والطلب، بدلاً من التحكم الحكومي. يتمثل دور الحكومة بشكل عام في تنظيم السوق، وإنفاذ العقود، وتوفير بعض السلع والخدمات العامة.,"الاشتراكية, اقتصاد موجه
الشيوعية, اقتصاد مخطط
الإقطاعية, نظام المقايضة"
13,American Government,Principles of American Government,ما هي سيادة القانون؟,يجب على الجميع الالتزام بالقانون.، يجب على القادة الالتزام بالقانون.، يجب على الحكومة الالتزام بالقانون.، لا أحد فوق القانون.,"خلفية: سيادة القانون مبدأ أساسي من مبادئ الحكومة الأمريكية. ويعني أن جميع الأشخاص والمؤسسات يخضعون للمساءلة أمام القانون الذي يُطبق ويُنفذ بإنصاف.
تفسير: تضمن سيادة القانون أن الجميع، بمن فيهم القادة والحكومة، يجب أن يطيعوا القوانين. لا أحد فوق القانون. يعزز هذا المبدأ العدالة ويمنع إساءة استخدام السلطة.","بعض الناس فقط يجب عليهم الالتزام بالقانون.،
القادة فوق القانون.،
الحكومة فوق القانون."
14,American Government,Principles of American Government,العديد من الوثائق أثرت على دستور الولايات المتحدة. اذكر واحدة.,إعلان الاستقلال، وثائق الكونفدرالية، الأوراق الفيدرالية، أوراق مكافحة الفيدرالية، إعلان فرجينيا للحقوق، أوامر كونيتيكت الأساسية، ميثاق ماي فلاور، قانون السلام العظيم للإيروكوا,"لقد تأثر دستور الولايات المتحدة بالعديد من الوثائق التاريخية الهامة. أعلن إعلان الاستقلال انفصال المستعمرات عن بريطانيا. وكانت وثائق الكونفدرالية بمثابة أول دستور للولايات المتحدة، حيث أنشأت ""رابطة قوية"" بين الولايات. كانت الأوراق الفيدرالية مقالات كتبت لإقناع الناخبين بدعم الدستور الجديد، بينما عبرت الأوراق المناهضة للفيدرالية عن مخاوف بشأن قوة الحكومة الجديدة. كان إعلان فرجينيا للحقوق وثيقة تأسيسية أثرت على إعلان الاستقلال ووثيقة الحقوق. كما ساهمت وثائق أخرى مثل الأوامر الأساسية لكونيتيكت، وميثاق ماي فلاور، وقانون السلام العظيم للإيروكوا في أفكار الحكم الذاتي الأمريكي.","الماجنا كارتا، وثيقة الحقوق الإنجليزية، الفطرة السليمة، أطروحتان عن الحكومة، عريضة الحقوق، وثائق الكونفدرالية، روح القوانين، العقد الاجتماعي
الإعلان الفرنسي لحقوق الإنسان، البيان الشيوعي، عن الحرية، الأمير، المدينة الفاضلة، الليفياثان، الجمهورية، رأس المال
قانون حمورابي، الألواح الاثنا عشر، قانون جستنيان، القانون النابليوني، قوانين دراكون، دستور سولون، إصلاحات ليكورغوس، مراسيم أشوكا"
15,American Government,System of Government,هناك ثلاثة فروع للحكومة. لماذا؟,حتى لا يصبح جزء واحد قويًا جدًا، الضوابط والتوازنات، الفصل بين السلطات,تتمتع الفروع الثلاثة للحكومة (التشريعية والتنفيذية والقضائية) بصلاحيات مميزة لمنع أي فرع واحد من أن يصبح مهيمنًا للغاية. يضمن نظام الضوابط والتوازنات هذا فصل السلطات، مما يعني أن كل فرع يمكن أن يحد من صلاحيات الفروع الأخرى، وبالتالي الحفاظ على حكومة متوازنة وحماية الحريات.,"لضمان العدالة للجميع، ولمنع إساءة استخدام السلطة من قبل أي فرع، ولحماية الحريات الفردية

للسماح باتخاذ قرارات سريعة، لتبسيط العمليات الحكومية، لتركيز السلطة

لتعزيز النمو الاقتصادي، للحفاظ على النظام الاجتماعي، لحماية الحدود الوطنية"
16,American Government,System of Government,ما هي فروع الحكومة الثلاثة؟,التشريعية والتنفيذية والقضائية، الكونغرس، الرئيس، والمحاكم,تم تصميم الفروع الثلاثة للحكومة في الولايات المتحدة لإنشاء نظام ضوابط وتوازنات، مما يضمن عدم أن يصبح أي فرع واحد قويًا جدًا. شرح الإجابة: * الفرع التشريعي (الكونغرس): يضع القوانين. * الفرع التنفيذي (الرئيس): ينفذ ويفرض القوانين. * الفرع القضائي (المحاكم): يفسر القوانين ويدير العدالة.,"الاقتصادية، الاجتماعية، والثقافية، الأعمال، الناس، والولايات

الفيدرالية، الولائية، والمحلية، العمدة، الحاكم، والبلد

العامة، الخاصة، والمدنية، المواطنون، الشركات، والمدن"
17,American Government,System of Government,الرئيس الأمريكي مسؤول عن أي فرع من فروع الحكومة؟,تنفيذي,يقود رئيس الولايات المتحدة الفرع التنفيذي، وهو المسؤول عن تنفيذ وتطبيق القوانين التي يسنها الكونجرس. يشمل هذا الفرع أيضًا نائب الرئيس والعديد من الإدارات والوكالات.,"تشريعي

قضائي

الكونغرس"
18,American Government,System of Government,ما هو الجزء من الحكومة الفيدرالية الذي يكتب القوانين؟,الكونغرس الأمريكي، المجلس التشريعي الأمريكي أو الوطني، الفرع التشريعي,الكونغرس الأمريكي، المكون من مجلسي الشيوخ والنواب، هو الفرع التشريعي للحكومة الفيدرالية. وتتمثل مسؤوليته الأساسية في إنشاء وإقرار القوانين للبلاد. وقد تم تصميم هذا النظام لضمان تمثيل جميع الولايات وعملية شاملة لسن القوانين.,"(الرئيس) الفرع التنفيذي، (الرئيس أو الوطني) القائد، السلطة التنفيذية
(المحكمة العليا) المحكمة، (العليا أو الوطنية) السلطة القضائية، السلطة القضائية
(حاكم الولاية) الحاكم، (الولاية أو الوطني) القائد، حكومة الولاية"
19,American Government,System of Government,ما هما جزآ الكونغرس الأمريكي؟,مجلس الشيوخ ومجلس النواب,الكونجرس الأمريكي، الفرع التشريعي للحكومة الفيدرالية، ثنائي المجلس، أي أنه ينقسم إلى غرفتين متميزتين: مجلس الشيوخ ومجلس النواب. وقد تم إنشاء هذا الهيكل بموجب دستور الولايات المتحدة لتوفير نظام من الضوابط والتوازنات، مما يضمن أشكالًا مختلفة من التمثيل والعمليات التشريعية. يعمل مجلس الشيوخ، مع التمثيل المتساوي لكل ولاية، ومجلس النواب، مع التمثيل النسبي على أساس السكان، معًا لإنشاء القوانين وإقرارها.,"الرئيس ونائب الرئيس

السلطة التنفيذية والقضائية (الفروع)

الحكام ورؤساء البلديات"
20,American Government,System of Government,اذكر صلاحية واحدة من صلاحيات كونغرس الولايات المتحدة.,يكتب القوانين، يعلن الحرب، يضع الميزانية الفيدرالية,يتكون كونغرس الولايات المتحدة، الذي يضم مجلس النواب ومجلس الشيوخ، من السلطة التشريعية للحكومة الفيدرالية. دورها الأساسي هو وضع القوانين للبلاد. تشمل صلاحياتها الرئيسية كتابة التشريعات وإقرارها، وإعلان الحرب رسميًا، والموافقة على الميزانية الفيدرالية، التي تحدد الإنفاق الحكومي.,"يعين القضاة، يقود الجيش، ينقض التشريعات

ينفذ القوانين، يفسر القوانين، يعفو عن المجرمين

يتفاوض على المعاهدات، يجمع الضرائب، يصدر أوامر تنفيذية"
21,American Government,System of Government,كم عدد أعضاء مجلس الشيوخ الأمريكيين؟,مائة,يتألف مجلس الشيوخ الأمريكي من 100 عضو، حيث يمثل كل ولاية من الولايات الخمسين عضوان. ويخدم هؤلاء الأعضاء لفترات مدتها ست سنوات.,"خمسون
مئتان
سبعون"
22,American Government,System of Government,كم مدة ولاية عضو مجلس الشيوخ الأمريكي؟,ست (6) سنوات,يخدم أعضاء مجلس الشيوخ لفترات مدتها ست سنوات لتوفير الاستقرار والسماح لهم بالتركيز على السياسات طويلة الأجل دون ضغط إعادة الانتخاب المستمر. تميز هذه الفترة الأطول عن ممثلي مجلس النواب، الذين يخدمون لفترات مدتها سنتان ويكونون أكثر استجابة مباشرة للمشاعر العامة الفورية.,"سنتان (2)

أربع (4) سنوات

عشر (10) سنوات"
23,American Government,System of Government,من هو أحد أعضاء مجلس الشيوخ الأمريكي عن ولايتك الآن؟,تختلف الإجابات,تعتمد الإجابة على هذا السؤال على الولاية التي يعيش فيها الشخص. تنتخب كل ولاية أمريكية عضوين في مجلس الشيوخ لتمثيلها في مجلس الشيوخ الأمريكي. وبما أن هناك 50 ولاية، فهناك 100 عضو في مجلس الشيوخ الأمريكي في المجموع.,"[إجابات غير صحيحة ستختلف]
[لا إجابة محددة]
[يختلف حسب الولاية]"
24,American Government,System of Government,كم عدد الأعضاء المصوتين في مجلس النواب؟,أربعمائة وخمسة وثلاثون (435),مجلس النواب هو الغرفة الدنيا في الكونغرس الأمريكي. عدد الأعضاء المصوتين ثابت بـ 435 بموجب القانون، مع تحديد تمثيل كل ولاية حسب عدد السكان. وقد تم تحديد هذا العدد منذ عام 1913.,"ثلاثمائة (300)
خمسمائة (500)
مائتان (200)"
25,American Government,System of Government,كم مدة ولاية عضو مجلس النواب؟,سنتان,يخدم أعضاء مجلس النواب الأمريكي فترات ولاية مدتها سنتان. تم تصميم مدة الولاية الأقصر هذه، مقارنة بفترة الست سنوات لأعضاء مجلس الشيوخ، لإبقاء الممثلين أكثر خضوعًا للمساءلة أمام ناخبيهم ولعكس الرأي العام بشكل متكرر. يتم إعادة انتخاب مجلس النواب بالكامل كل عامين.,"أربع (4) سنوات
ست (6) سنوات
سنة (1) واحدة"
26,American Government,System of Government,لماذا يخدم ممثلو الولايات المتحدة فترات أقصر من أعضاء مجلس الشيوخ الأمريكي؟,لمتابعة الرأي العام عن كثب,التفسير: صمم واضعو دستور الولايات المتحدة مجلس النواب ليكون أكثر استجابة للإرادة المباشرة للشعب. فمن خلال فترات أقصر، يكون الممثلون مسؤولين بشكل متكرر أمام ناخبيهم والرأي العام. الخلفية: يتكون كونغرس الولايات المتحدة من مجلسين، وهما مجلس النواب ومجلس الشيوخ. يخدم الممثلون فترات ولاية مدتها سنتان، بينما يخدم أعضاء مجلس الشيوخ فترات ولاية مدتها ست سنوات. يعكس هذا الاختلاف في مدة الولاية نية واضعي الدستور في إيجاد توازن بين التمثيل الشعبي المباشر والتفكير التشريعي الأكثر تعمقًا وطويل الأمد.,"للحد من سلطتهم

لضمان حكومة أكثر استقرارًا

لتمثيل مجموعة أصغر من الناس"
27,American Government,System of Government,كم عدد أعضاء مجلس الشيوخ لكل ولاية؟,اثنين (2),لكل ولاية، بغض النظر عن عدد سكانها، عضوان في مجلس الشيوخ لضمان التمثيل المتساوي لجميع الولايات في مجلس الشيوخ الأمريكي. وقد تم تأسيس هذا الهيكل بموجب دستور الولايات المتحدة لتحقيق التوازن بين قوة الولايات الكبيرة والصغيرة.,"واحد (1)

ثلاثة (3)

أربعة (4)"
28,American Government,System of Government,لماذا لكل ولاية عضوان في مجلس الشيوخ؟,التمثيل المتساوي (للولايات الصغيرة)، التسوية الكبرى (تسوية كونيتيكت),"يحتوي مجلس الشيوخ الأمريكي على عضوين لكل ولاية لضمان تمثيل متساوٍ لجميع الولايات، بغض النظر عن حجم السكان. كان هذا جزءًا أساسيًا من ""التسوية الكبرى"" (المعروفة أيضًا باسم تسوية كونيتيكت) خلال المؤتمر الدستوري، والتي وازنت بين مصالح الولايات الكبيرة والصغيرة.","أمر الرئيس (لموازنة السلطة)،
وثيقة الحقوق (للولايات الفردية)
للحد من السلطة الفيدرالية (وزيادة سيطرة الدولة)، مواد الكونفدرالية (الدستور الأول)"
29,American Government,System of Government,سمّ ممثل منطقتك في الكونغرس.,إجابات,تفسير: يختلف الجواب لأن كل ممثل أمريكي يُنتخب لتمثيل منطقة معينة، لذا فإن الإجابة الصحيحة تعتمد على موقع المختبر. خلفية: يتكون مجلس النواب الأمريكي من أعضاء ينتخبهم سكان الولايات الخمسين. يعتمد عدد الممثلين لكل ولاية على عدد سكانها. يخدم هؤلاء الممثلون لفترتين مدتها سنتان وهم مسؤولون عن تمثيل مصالح ناخبيهم في الحكومة الفيدرالية.,"نانسي بيلوسي
كيفن مولين
ماكسين ووترز"
30,American Government,System of Government,ما اسم رئيس مجلس النواب الآن؟,إجابات,"رئيس مجلس النواب هو زعيم مجلس النواب الأمريكي. يتم شغل هذا المنصب عن طريق الانتخاب في بداية كل كونغرس جديد، أو إذا أصبح المنصب شاغرًا. الرئيس الحالي هو مايك جونسون. تشير الإجابة ""الإجابات ستتغير"" إلى أن اسم الرئيس يمكن أن يتغير بمرور الوقت.","كيفن مكارثي

نانسي بيلوسي

بول رايان"
31,American Government,System of Government,من يمثل عضو مجلس الشيوخ الأمريكي؟,مواطني دولتهم، شعب دولتهم,يمثل عضو مجلس الشيوخ الأمريكي جميع سكان ولايته في الحكومة الفيدرالية. وهذا يضمن التعبير عن مصالح واحتياجات جميع مواطني الولاية في عملية صنع السياسات الوطنية.,"الرئيس، نائب الرئيس
المحكمة العليا، مجلس النواب
الحكومات الأجنبية، الدول الأخرى"
32,American Government,System of Government,من ينتخب أعضاء مجلس الشيوخ الأمريكي؟,المواطنون من دولتهم,في الولايات المتحدة، يتم انتخاب أعضاء مجلس الشيوخ بشكل مباشر من قبل مواطني ولاياتهم. تُعد هذه العملية جزءًا أساسيًا من الديمقراطية الأمريكية، مما يسمح للناس باختيار ممثليهم في الحكومة الفيدرالية. وقد أرسى التعديل السابع عشر لدستور الولايات المتحدة، الذي تم التصديق عليه عام 1913، الانتخاب المباشر لأعضاء مجلس الشيوخ عن طريق التصويت الشعبي، ليحل محل النظام السابق حيث كانت الهيئات التشريعية للولايات تختارهم.,"الرئيس
مجلس النواب
المحكمة العليا"
33,American Government,System of Government,من يمثل عضو مجلس النواب؟,المواطنون في منطقتهم (الكونغرسية)، المواطنون في منطقتهم، الأشخاص من منطقتهم (الكونغرسية)، الأشخاص في منطقتهم.,تفسير: يمثل أعضاء مجلس النواب الأشخاص الذين يعيشون في مناطق جغرافية محددة داخل ولايتهم، والمعروفة باسم الدوائر الانتخابية للكونغرس. وهذا يضمن سماع ومعالجة الاحتياجات والمصالح المتنوعة للمجتمعات المختلفة في جميع أنحاء البلاد في الهيئة التشريعية الوطنية. الخلفية: تم تصميم مجلس النواب الأمريكي ليكون الغرفة الأقرب إلى الشعب في الكونغرس. يتم انتخاب الممثلين لمدة عامين، ويستند عدد الممثلين في كل ولاية إلى عدد سكانها، كما يحدده التعداد العشري.,"الرئيس، المحكمة العليا، مجلس الشيوخ

الحاكم، الهيئة التشريعية للولاية، العمدة

المواطنون الأجانب، مواطنو الدول الأخرى، غير المقيمين"
34,American Government,System of Government,من ينتخب أعضاء مجلس النواب؟,مواطنون من دائرتهم (الكونغرس),يتكون مجلس النواب الأمريكي من أعضاء ينتخبهم الشعب. يمثل كل عضو دائرة انتخابية محددة داخل ولايته، ولا يحق للمواطنين الذين يعيشون في تلك الدائرة فقط التصويت لممثلهم.,"أعضاء مجلس الشيوخ من دائرتهم (الانتخابية)

الحكام من دائرتهم (الولائية)

الرئيس من دائرتهم (الوطنية)"
35,American Government,System of Government,بعض الولايات لديها ممثلون أكثر من غيرها. لماذا؟,بسبب سكان الولاية، لأن لديهم المزيد من الناس، لأن بعض الولايات لديها المزيد من الناس,يعتمد عدد الممثلين في مجلس النواب لكل ولاية على عدد سكانها. تحصل الولايات ذات الكثافة السكانية الأعلى على عدد أكبر من الممثلين، مما يضمن أن يكون التمثيل متناسبًا مع عدد سكان الولاية. هذا النظام هو جزء من التسوية الكبرى أثناء صياغة دستور الولايات المتحدة، حيث يوازن بين مصالح الولايات الكبيرة والصغيرة على حد سواء.,"بسبب حجم الولاية، لأن لديهم مساحة أكبر، لأن بعض الولايات أكبر

بسبب موقع الولاية، لأنهم في الجنوب، لأن بعض الولايات أدفأ

بسبب تاريخ الولاية، لأنها تأسست أولاً، لأن بعض الولايات أقدم"
36,American Government,System of Government,كم سنة يتم انتخاب رئيس الولايات المتحدة؟,أربع (4) سنوات,يخدم رئيس الولايات المتحدة فترة أربع سنوات. تم وضع هذا الحد الأقصى للمدة بموجب التعديل الثاني والعشرين لدستور الولايات المتحدة، والذي تم التصديق عليه في عام 1951، لمنع أي رئيس من الخدمة لعدد مفرط من الفترات، بعد فترات فرانكلين دي روزفلت الأربع خلال فترة أزمة وطنية.,"سنتان (2)
ست سنوات (6)
ثماني سنوات (8)"
37,American Government,System of Government,لا يمكن لرئيس الولايات المتحدة أن يخدم إلا لفترتين. لماذا؟,بسبب التعديل الثاني والعشرين، لمنع الرئيس من أن يصبح قويًا جدًا,يحد التعديل الثاني والعشرون الرئيس بفترتين لمنع أي فرد من تجميع الكثير من السلطة، مما يضمن توازن القوى ويعزز المبادئ الديمقراطية من خلال السماح بتغييرات منتظمة في القيادة.,"بسبب التعديل التاسع عشر، لجعل الرئيس أكثر قوةً

بسبب التعديل الثالث عشر، للسماح للرئيس بالخدمة لعدد غير محدود من الفترات

بسبب التعديل الأول، لتحديد صلاحيات الرئيس بفترة واحدة"
38,American Government,System of Government,ما هو اسم رئيس الولايات المتحدة الآن؟,إجابة,يتغير الرئيس الحالي للولايات المتحدة بمرور الوقت، لذا تعتمد الإجابة الصحيحة على وقت طرح السؤال. غالبًا ما يستخدم هذا السؤال في اختبارات التربية المدنية أو المواطنة للتأكد من أن الممتحنين على دراية بالمشهد السياسي الحالي.,"جورج واشنطن

أبراهام لينكولن

جون إف كينيدي"
39,American Government,System of Government,ما هو اسم نائب رئيس الولايات المتحدة الآن؟,إجابات,يتغير نائب رئيس الولايات المتحدة بناءً على نتائج الانتخابات. لذلك، ستختلف الإجابة على هذا السؤال حسب وقت طرحه. يشغل نائب الرئيس أيضًا منصب رئيس مجلس الشيوخ.,"جورج واشنطن

أبراهام لينكون

جون إف كينيدي"
40,American Government,System of Government,إذا لم يتمكن الرئيس من الخدمة بعد الآن، فمن سيصبح الرئيس؟,نائب الرئيس (الولايات المتحدة),تفسير: إذا لم يتمكن الرئيس من الخدمة بعد الآن، يتولى نائب الرئيس المسؤولية للحفاظ على استمرارية القيادة. هذا جزء من خط الخلافة الرئاسية.,"رئيس مجلس النواب (الممثلين)

رئيس قضاة المحكمة العليا

وزير الخارجية (الولايات المتحدة)"
41,American Government,System of Government,اذكر إحدى صلاحيات الرئيس.,يوقع مشاريع القوانين لتصبح قوانين، يعترض على مشاريع القوانين، يطبق القوانين، القائد العام (للقوات المسلحة)، كبير الدبلوماسيين، يعين القضاة الفيدراليين,يتمتع رئيس الولايات المتحدة بسلطة كبيرة. وتشمل صلاحياته التوقيع على التشريعات لتصبح قوانين (أو نقضها)، وتطبيق تلك القوانين، والعمل كقائد أعلى للقوات المسلحة، والعمل ككبير الدبلوماسيين في البلاد، وتعيين القضاة الفدراليين. هذه المسؤوليات حاسمة لسير عمل الحكومة الأمريكية.,"يعلن الحرب، يعين حكام الولايات، يكتب قوانين الولايات

يوافق على ميزانيات الولايات، يقود مليشيات الولايات، يتفاوض على معاهدات الولايات

يفرض ضرائب الولايات، يطبع أموال الولايات، يحدد عطلات الولايات"
42,American Government,System of Government,من هو القائد الأعلى للقوات المسلحة الأمريكية؟,رئيس,رئيس الولايات المتحدة يحمل لقب القائد العام، مما يعني أنه القائد الأعلى لجميع القوات العسكرية الأمريكية. هذا الدور محدد في دستور الولايات المتحدة، ويؤسس السيطرة المدنية على الجيش لضمان أن القوة العسكرية تابعة للحكومة الديمقراطية.,"المتحدث (مجلس النواب)

رئيس القضاة (المحكمة العليا)

نائب الرئيس (الولايات المتحدة)"
