Index,Category,SubCategory,Questions,Answers,rationale,Wrong
11,American Government,Principles of American Government,"Ang mga salitang ""Buhay, Kalayaan, at ang paghahanap ng Kaligayahan"" ay nasa anong dokumento ng pagtatatag?",Deklarasyon ng Kalayaan,"Ang Deklarasyon ng Kalayaan ang nagtatag na dokumento na nagsasaad ng ""Buhay, Kalayaan, at ang paghahanap ng Kaligayahan"" bilang mga hindi maililipat na karapatan. Ito ay pinagtibay noong Hulyo 4, 1776, na nagpapahayag ng paghihiwalay ng 13 Amerikanong kolonya mula sa Great Britain. Ang mga kolonya ay nakikipagdigma na sa Great Britain ng higit sa isang taon bago pinagtibay ang Deklarasyon.","Mga Artikulo ng Konpederasyon
Konstitusyon ng Estados Unidos
Katipunan ng mga Karapatan"
12,American Government,Principles of American Government,Ano ang sistemang pang-ekonomiya ng Estados Unidos?,"Kapitalismo, Libreng pamilihan ekonomiya","Ang Estados Unidos ay pangunahing nagpapatakbo sa ilalim ng isang kapitalista, malayang sistemang pang-ekonomiya. Sa sistemang ito, ang mga indibidwal at negosyo ang higit na kumokontrol sa paraan ng produksyon at distribusyon, na ang mga presyo at produksyon ay tinutukoy ng suplay at demand, sa halip na kontrol ng gobyerno. Ang tungkulin ng gobyerno ay karaniwang upang ayusin ang pamilihan, ipatupad ang mga kontrata, at magbigay ng ilang pampublikong kalakal at serbisyo.","Sosyalismo, Ekonomiyang Command
Komunismo, Ekonomiyang Plano
Piyudalismo, Sistemang barter"
13,American Government,Principles of American Government,Ano ang tuntunin ng batas?,"Lahat ay dapat sumunod sa batas., Ang mga pinuno ay dapat sumunod sa batas., Ang pamahalaan ay dapat sumunod sa batas., Walang sinuman ang nakatataas sa batas.","Background: Ang Estados Unidos ay gumagana sa ilalim ng isang sistema na idinisenyo upang maiwasan ang anumang iisang entidad na makakuha ng labis na kapangyarihan. Paliwanag: Ang pamahalaan ng U.S. ay isang republika, ibig sabihin, ang mga mamamayan ay naghahalal...","Ilang tao lamang ang dapat sumunod sa batas.
Ang mga pinuno ay nakatataas sa batas.
Ang pamahalaan ay nakatataas sa batas."
14,American Government,Principles of American Government,Maraming dokumento ang nakaimpluwensya sa Konstitusyon ng U.S. Pangalanan ang isa.,"Deklarasyon ng Kalayaan, Artikulo ng Kumpederasyon, Federalist Papers, Anti-Federalist Papers, Virginia Declaration of Rights, Fundamental Orders of Connecticut, Mayflower Compact, Iroquois Great Law of Peace","Ang Konstitusyon ng U.S. ay naimpluwensyahan ng ilang mahahalagang dokumentong pangkasaysayan. Ipinahayag ng Deklarasyon ng Kalayaan ang paghihiwalay ng mga kolonya mula sa Britain. Ang Artikulo ng Kumpederasyon ay nagsilbing unang konstitusyon ng U.S., na nagtatag ng isang ""matatag na liga"" sa pagitan ng mga estado. Ang Federalist Papers ay mga sanaysay na isinulat upang hikayatin ang mga botante na suportahan ang bagong Konstitusyon, habang ang Anti-Federalist Papers ay nagpahayag ng mga takot tungkol sa kapangyarihan ng bagong pamahalaan. Ang Virginia Declaration of Rights ay isang pundasyong dokumento na nakaimpluwensya sa Deklarasyon ng Kalayaan at sa Bill of Rights. Ang iba pang mga dokumento tulad ng Fundamental Orders of Connecticut, Mayflower Compact, at Iroquois Great Law of Peace ay nag-ambag din sa mga ideya ng American self-governance.","Magna Carta, English Bill of Rights, Karaniwang Pag-iisip, Dalawang Tratado ng Pamahalaan, Petisyon ng Karapatan, Artikulo ng Kumpederasyon, Diwa ng mga Batas, Ang Kontratang Panlipunan
French Declaration of the Rights of Man, Communist Manifesto, Tungkol sa Kalayaan, Ang Prinsipe, Utopia, Leviathan, Ang Republika, Das Kapital
Kodigo ni Hammurabi, Labindalawang Talaan, Kodigo ni Justiniano, Kodigo ni Napoleon, Batas Draconian, Konstitusyon ng Solonian, Reporma ni Lycurgan, Ang mga Kautusan ni Ashoka"
15,American Government,System of Government,Mayroong tatlong sangay ng pamahalaan. Bakit?,"Upang hindi maging masyadong makapangyarihan ang isang bahagi, Mga tseke at balanse, Paghihiwalay ng mga kapangyarihan","Ang tatlong sangay ng pamahalaan (lehislatibo, ehekutibo, at hudisyal) ay bawat isa ay may natatanging kapangyarihan upang pigilan ang sinumang sangay na maging labis na dominante. Tinitiyak ng sistemang ito ng checks and balances ang paghihiwalay ng mga kapangyarihan, ibig sabihin, bawat sangay ay maaaring limitahan ang kapangyarihan ng iba, sa gayon ay mapanatili ang isang balanseng pamahalaan at maprotektahan ang mga kalayaan.","Upang matiyak ang pagiging patas para sa lahat, Upang maiwasan ang pag-abuso sa kapangyarihan ng sinumang sangay, Upang protektahan ang mga kalayaan ng indibidwal
Upang pahintulutan ang mabilis na paggawa ng desisyon, Upang pasimplehin ang mga proseso ng pamahalaan, Upang isentralisa ang awtoridad
Upang itaguyod ang paglago ng ekonomiya, Upang mapanatili ang kaayusang panlipunan, Upang protektahan ang mga pambansang hangganan"
16,American Government,System of Government,Pangalanan ang tatlong sangay ng pamahalaan.,"Legislatibo, ehekutibo, at hudisyal, Kongreso, pangulo, at mga hukuman","Ang tatlong sangay ng pamahalaan sa Estados Unidos ay idinisenyo upang lumikha ng isang sistema ng checks and balances, na tinitiyak na walang iisang sangay ang nagiging masyadong makapangyarihan.

Paliwanag ng Sagot:  * Sangay ng Lehislatura (Kongreso): Gumagawa ng mga batas.
  * Sangay Ehekutibo (Pangulo): Nagpapatupad at nagpapatupad ng mga batas.
  * Sangay Hudisyal (Korte): Nagpapakahulugan sa mga batas at nagbibigay ng hustisya.","Pang-ekonomiya, panlipunan, at pangkultura, negosyo, mamamayan, at ang mga estado
Pederal, estado, at lokal, alkalde, gobernador, at ang bansa
Pampubliko, pribado, at sibil, mamamayan, kumpanya, at ang mga lungsod"
17,American Government,System of Government,Ang Pangulo ng Estados Unidos ay namamahala sa anong sangay ng gobyerno?,Sangay Ehekutibo,"Ang Pangulo ng Estados Unidos ay namumuno sa Sangay Ehekutibo, na responsable sa pagpapatupad at pagpapatupad ng mga batas na isinulat ng Kongreso. Kasama rin sa sangay na ito ang Pangalawang Pangulo at iba't ibang departamento at ahensya.","Sangay Lehislatibo
Sangay Hudisyal
Kongreso"
18,American Government,System of Government,Anong bahagi ng pederal na pamahalaan ang gumagawa ng mga batas?,"(U.S.) Kongreso, (U.S. o pambansang) lehislatura, Sangay na tagapagbatas","Ang Kongreso ng U.S., na binubuo ng Senado at Kapulungan ng mga Kinatawan, ay ang sangay ng lehislatura ng pederal na pamahalaan. Ang pangunahing responsibilidad nito ay ang lumikha at magpasa ng mga batas para sa bansa. Ang sistemang ito ay idinisenyo upang matiyak ang representasyon para sa lahat ng estado at isang masusing proseso para sa paggawa ng batas.","(Pangulo) Sangay na Tagapagpaganap, (Pangulo o pambansang) pinuno, Sangay na tagapagpaganap
(Kataas-taasang) Hukuman, (Kataas-taasan o pambansang) hukuman, Sangay na panghukuman
(Gobernador ng Estado), (Gobernador o pambansang) pinuno, Pamahalaan ng estado"
19,American Government,System of Government,Ano ang dalawang bahagi ng U.S. Congress?,Senado at Mababang Kapulungan (ng mga Kinatawan),"Ang Kongreso ng U.S., ang sangay na tagapagbatas ng pederal na pamahalaan, ay bikameral, na nangangahulugang ito ay nahahati sa dalawang natatanging kapulungan: ang Senado at ang Kapulungan ng mga Kinatawan. Ang istrukturang ito ay itinatag ng Konstitusyon ng U.S. upang magbigay ng isang sistema ng mga pagsusuri at balanse, na tinitiyak ang iba't ibang anyo ng representasyon at proseso ng paggawa ng batas. Ang Senado, na may pantay na representasyon para sa bawat estado, at ang Kapulungan ng mga Kinatawan, na may proporsyonal na representasyon batay sa populasyon, ay nagtutulungan upang lumikha at magpasa ng mga batas.","Pangulo at Pangalawang Pangulo
Ehekutibo at Hudisyal (na mga Sangay)
Mga Gobernador at Alkalde"
20,American Government,System of Government,Pangalanan ang isang kapangyarihan ng Kongreso ng U.S.,"Nagsusulat ng mga batas, Nagdedeklara ng digmaan, Gumagawa ng pederal na badyet","Ang U.S. Congress, na binubuo ng Kapulungan ng mga Kinatawan at ng Senado, ay ang sangay ng lehislatura ng pederal na pamahalaan. Ang pangunahing tungkulin nito ay gumawa ng mga batas para sa bansa. Ang mga pangunahing kapangyarihan ay kinabibilangan ng pagsusulat at pagpasa ng batas, opisyal na pagdeklara ng digmaan, at pag-apruba sa pederal na badyet, na nagbabalangkas sa paggasta ng pamahalaan.","Nagtatalaga ng mga hukom, Namumuno sa militar, Nagbebeto ng mga batas
Nagpapatupad ng mga batas, Nagbibigay kahulugan sa mga batas, Nagpapatawad ng mga kriminal
Nakikipag-ayos ng mga kasunduan, Nangongolekta ng buwis, Naglalabas ng mga executive order"
21,American Government,System of Government,Ilang senador mayroon sa U.S.?,syento,"Ang Senado ng Estados Unidos ay binubuo ng 100 senador, na may dalawang senador na kumakatawan sa bawat isa sa 50 estado. Ang mga senador na ito ay nagsisilbi ng anim na taong termino.","Singkuwenta (50)
Dalawang daan (200)
Pitumpu (70)"
22,American Government,System of Government,Gaano katagal ang termino para sa isang senador ng U.S.?,Anim (6) na taon,"Ang mga Senador ay naninilbihan ng anim na taon upang magbigay ng katatagan at pahintulutan silang mag-focus sa pangmatagalang patakaran nang walang patuloy na presyon ng muling halalan. Ang mas mahabang termino na ito ay nagpapakilala sa kanila mula sa mga Kinatawan ng Kapulungan, na naninilbihan ng dalawang taon at mas direktang tumutugon sa agarang damdamin ng publiko.","Dalawang (2) taon
Apat (4) na taon
Sampung (10) taon"
23,American Government,System of Government,Sino ang isa sa mga senador ng U.S. ng iyong estado ngayon?,Sagot,"Ang sagot sa tanong na ito ay nakasalalay sa estado kung saan nakatira ang tao. Ang bawat estado ng U.S. ay naghahalal ng dalawang senador upang kumatawan sa kanila sa Senado ng U.S. Dahil mayroong 50 estado, mayroong 100 senador ng U.S. sa kabuuan.","Mali ang mga sagot
Walang tiyak na sagot
Nag-iiba-iba depende sa estado"
24,American Government,System of Government,Ilan ang miyembro na bumoboto sa Kapulungan ng mga Kinatawan?,Apat na raan at tatlumpu't lima (435),"Ang Kapulungan ng mga Kinatawan ay ang mababang kapulungan ng Kongreso ng U.S. Ang bilang ng mga miyembrong bumoboto ay itinakda sa 435 sa pamamagitan ng batas, na may representasyon para sa bawat estado na tinutukoy ng populasyon. Ang bilang na ito ay itinakda mula pa noong 1913.","Tatlong daan (300)
Limang daan (500)
Dalawang daan (200)"
25,American Government,System of Government,Gaano katagal ang termino ng isang miyembro ng House of Representatives?,Dalawa,"Ang mga miyembro ng U.S. House of Representatives ay nagsisilbi ng dalawang taong termino. Ang mas maikling haba ng termino, kumpara sa anim na taong termino para sa mga Senador, ay idinisenyo upang panatilihing mas malapit na may pananagutan ang mga kinatawan sa kanilang mga nasasakupan at upang mas madalas na ipakita ang pampublikong opinyon. Ang buong Kapulungan ay para sa muling halalan bawat dalawang taon.","Apat (4) na taon
Anim (6) na taon
Isang (1) taon"
26,American Government,System of Government,Bakit mas maikli ang termino ng mga kinatawan ng U.S. kaysa sa mga senador ng U.S.?,Upang mas malapit na sundin ang opinyon ng publiko,"Paliwanag: Idinisenyo ng mga tagapagtatag ng Konstitusyon ng U.S. ang Kapulungan ng mga Kinatawan upang mas maging tumutugon sa agarang kagustuhan ng mga tao. Sa pamamagitan ng mas maikling termino, mas madalas na responsable ang mga kinatawan sa kanilang mga nasasakupan at sa opinyon ng publiko.

Background: Ang U.S. Congress ay bicameral, na binubuo ng Kapulungan ng mga Kinatawan at ng Senado. Ang mga kinatawan ay nagsisilbi ng dalawang taong termino, habang ang mga senador ay nagsisilbi ng anim na taong termino. Ang pagkakaibang ito sa haba ng termino ay nagpapakita ng layunin ng mga tagapagtatag na lumikha ng balanse sa pagitan ng direktang representasyon ng mamamayan at ng mas pinag-iisipang, pangmatagalang pag-iisip sa lehislatura.","Upang limitahan ang kanilang kapangyarihan
Upang matiyak ang isang mas matatag na pamahalaan
Upang kumatawan sa isang mas maliit na grupo ng mga tao"
27,American Government,System of Government,Ilang senador ang mayroon sa bawat estado?,Sagot,"Bawat estado, anuman ang populasyon nito, ay may dalawang senador upang matiyak ang pantay na representasyon para sa lahat ng estado sa Senado ng U.S. Ang istrukturang ito ay itinatag ng Konstitusyon ng U.S. upang balansehin ang kapangyarihan ng mas malalaki at mas maliliit na estado.","Isa (1)
Tatlo (3)
Apat (4)"
28,American Government,System of Government,Bakit ang bawat estado ay may dalawang senador?,"Pantay na representasyon (para sa maliliit na estado), Ang Dakilang Kompromiso (Kompromiso ng Connecticut)","Ang Senado ng Estados Unidos ay may dalawang senador bawat estado upang matiyak ang pantay na representasyon para sa lahat ng estado, anuman ang laki ng populasyon. Ito ay isang mahalagang bahagi ng ""The Great Compromise"" (kilala rin bilang Connecticut Compromise) noong Constitutional Convention, na nagbalanse sa mga interes ng malalaki at maliliit na estado.","Ang utos ng Pangulo (upang balansehin ang kapangyarihan)
Ang Bill of Rights (para sa mga indibidwal na estado)
Upang limitahan ang kapangyarihang pederal (at dagdagan ang kontrol ng estado), Ang Artikulo ng Konpederasyon (unang konstitusyon)
Densidad ng populasyon (ng mas malalaking estado), Ang Pinagkaisang Pahintulot (mula sa lahat ng delegado)"
29,American Government,System of Government,Pangalanan ang iyong kinatawan sa U.S.,Ang mga sagot ay mag-iiba-iba.,"Paliwanag: Nag-iiba ang sagot dahil ang bawat kinatawan ng U.S. ay inihalal upang kumatawan sa isang partikular na distrito, kaya ang tamang sagot ay nakasalalay sa lokasyon ng kumukuha ng pagsusulit.

Background: Ang Kapulungan ng mga Kinatawan ng U.S. ay binubuo ng mga miyembrong inihalal ng mga tao ng 50 estado. Ang bilang ng mga kinatawan na mayroon ang bawat estado ay batay sa populasyon nito. Ang mga kinatawan na ito ay nagsisilbi ng dalawang taong termino at responsable sa pagkatawan sa mga interes ng kanilang mga nasasakupan sa pederal na pamahalaan.","Nancy Pelosi
Kevin Mullin
Maxine Waters"
30,American Government,System of Government,Ano ang pangalan ng Speaker ng House of Representatives ngayon?,Magkakaiba ang mga sagot,"Ang Speaker ng Kapulungan ay ang pinuno ng Kapulungan ng mga Kinatawan ng U.S. Ang posisyong ito ay pinupunan sa pamamagitan ng isang halalan sa simula ng bawat bagong Kongreso, o kung ang posisyon ay maging bakante. Ang kasalukuyang Speaker ay si Mike Johnson. Ang sagot na ""Ang mga sagot ay mag-iiba-iba"" ay nagpapahiwatig na ang pangalan ng Speaker ay maaaring magbago sa paglipas ng panahon.","Maling Sagot:
Kevin McCarthy
Nancy Pelosi
Paul Ryan"
31,American Government,System of Government,Sino ang kinakatawan ng isang senador ng U.S.?,"Mga mamamayan ng kanilang estado, mga tao ng kanilang estado",Kinakatawan ng isang Senador ng U.S. ang buong populasyon ng kanilang partikular na estado sa pederal na pamahalaan. Tinitiyak nito na ang mga interes at pangangailangan ng lahat ng mamamayan ng estado ay naririnig sa paggawa ng patakaran ng bansa.,"Ang Pangulo, Ang Pangalawang Pangulo
Ang Korte Suprema, Ang Kapulungan ng mga Kinatawan
Mga dayuhang pamahalaan, Iba pang mga bansa"
32,American Government,System of Government,Sino ang naghahalal ng mga senador ng U.S.?,Mga mamamayan mula sa kanilang estado,"Sa Estados Unidos, ang mga senador ay direktang inihahalal ng mga mamamayan ng kani-kanilang estado. Ang prosesong ito ay isang pangunahing bahagi ng demokrasya ng Amerika, na nagpapahintulot sa mga tao na piliin ang kanilang mga kinatawan sa pederal na pamahalaan. Ang Ika-17 Susog sa Konstitusyon ng U.S., na pinagtibay noong 1913, ay nagtatag ng direktang halalan ng mga senador sa pamamagitan ng popular na boto, na pumalit sa nakaraang sistema kung saan pinipili sila ng mga lehislatura ng estado.","Ang Pangulo
Ang Kapulungan ng mga Kinatawan
Ang Kataas-taasang Hukuman"
33,American Government,System of Government,Sino ang kinakatawan ng isang miyembro ng Kapulungan ng mga Kinatawan?,"Mga mamamayan sa kanilang (kongresyonal) na distrito, Mga mamamayan sa kanilang distrito, Mga tao mula sa kanilang (kongresyonal) na distrito, Mga tao sa kanilang distrito","Paliwanag: Ang mga miyembro ng Kapulungan ng mga Kinatawan ay kumakatawan sa mga taong naninirahan sa mga partikular na heograpikal na lugar sa loob ng kanilang estado, na kilala bilang mga distrito ng kongreso. Tinitiyak nito na ang iba't ibang pangangailangan at interes ng iba't ibang komunidad sa buong bansa ay naririnig at natutugunan sa pambansang lehislatura. Background: Ang U.S. House of Representatives ay idinisenyo upang maging kapulungan ng Kongreso na pinakamalapit sa mga tao. Ang mga kinatawan ay inihahalal para sa dalawang taong termino, at ang bilang ng mga kinatawan ng bawat estado ay batay sa populasyon nito, gaya ng tinutukoy ng sampung taon na sensus.","Ang Pangulo, Ang Korte Suprema, Ang Senado
Ang Gobernador, Ang Lehislatura ng Estado, Ang Alkalde
Mga dayuhang mamamayan, Mga mamamayan ng ibang bansa, Mga hindi residente"
34,American Government,System of Government,Sino ang naghahalal sa mga miyembro ng Mababang Kapulungan ng mga Kinatawan?,Mga mamamayan mula sa kanilang (kongresiyonal) distrito,"Ang Kapulungan ng mga Kinatawan ng U.S. ay binubuo ng mga miyembrong inihalal ng mga tao. Ang bawat miyembro ay kumakatawan sa isang partikular na distrito ng kongreso sa loob ng kanilang estado, at tanging ang mga mamamayang naninirahan sa distritong iyon ang maaaring bumoto para sa kanilang kinatawan.","Mga senador mula sa kanilang (elektoral) distrito
Mga gobernador mula sa kanilang (estado) distrito
Ang Pangulo mula sa kanilang (pambansang) distrito"
35,American Government,System of Government,Ang ilang estado ay may mas maraming kinatawan kaysa sa ibang estado. Bakit?,"Dahil sa populasyon ng estado, Dahil mas maraming tao sila, Dahil mas maraming tao ang ilang estado","Ang bilang ng mga kinatawan ng isang estado sa Kapulungan ng mga Kinatawan ay batay sa populasyon nito. Ang mga estado na may mas maraming tao ay nakakakuha ng mas maraming kinatawan, tinitiyak na ang representasyon ay proporsyonal sa populasyon ng estado. Ang sistemang ito ay bahagi ng Great Compromise sa panahon ng pagbalangkas ng Konstitusyon ng U.S., na nagbabalanse sa interes ng parehong malalaki at maliliit na estado.","Dahil sa laki ng estado
Dahil mas maraming lupain sila
Dahil mas malalaki ang ilang estado"
36,American Government,System of Government,Gaano karaming taon inihahalal ang Pangulo ng Estados Unidos?,Apat (4) na taon,"Ang Pangulo ng Estados Unidos ay nanunungkulan ng apat na taong termino. Ang limitasyong ito sa termino ay itinatag ng ika-22 Susog sa Konstitusyon ng U.S., na pinagtibay noong 1951, pangunahin upang pigilan ang sinumang pangulo na manungkulan ng labis na bilang ng mga termino, kasunod ng apat na termino ni Franklin D. Roosevelt sa panahon ng pambansang krisis.","Dalawang (2) taon
Anim (6) na taon
Walong (8) taon"
